,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,
,Brucella suis 1330,0,0,NC_017251,YP_005615311.1,TC-Che12,TC-Che12,3,16.5,23,118,0,0,0,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005622387.1,TC-HK97,TC-HK97,7.6,15.2,4,54,0,0,0,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005623130.1,TC-Mu,TC-Mu,0.52,18.5,32,111,0,1,1,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624065.1,U_TC_Fam5,U_TC_Fam5,0,437,1,194,1,1,1,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624065.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,1,1,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624065.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,1,1,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624065.1,TC-Phi297,TC-Phi297,0,204.1,4,184,1,0,1,
,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624065.1,TC-HK97,TC-HK97,1.9,17.2,64,187,0,1,1,
,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005640202.1,TC-Che12,TC-Che12,0.018,23.7,145,191,1,1,1,
,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005640202.1,TC-Che12,TC-Che12,0.018,23.7,45,101,1,1,1,
,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005640202.1,TC-Che12,TC-Che12,0.018,23.7,79,121,1,1,1,
,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005640202.1,TC-Che12,TC-Che12,0.018,23.7,101,143,1,0,1,
,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005640202.1,TC-Che12,TC-Che12,0.018,23.7,123,165,0,0,0,
,Campylobacter jejuni subsp. jejuni S3,0,0,NC_017281,YP_005659276.1,TC-Mu,TC-Mu,0.00032,29,6,150,0,1,1,
,Campylobacter jejuni subsp. jejuni S3,0,0,NC_017281,YP_005659926.1,TC-HK97,TC-HK97,0.00000011,41,8,165,1,0,1,
,Campylobacter jejuni subsp. jejuni S3,0,0,NC_017281,YP_005659926.1,TC-BCJA1C,TC-BCJA1C,0.0012,27.1,7,123,0,1,1,
,Candidatus Arthromitus sp. SFB-mouse-Yit,0,0,NC_017294,YP_005667835.1,TC-JCL103,TC-JCL103,8.40E-07,37.5,5,115,1,1,1,
,Candidatus Arthromitus sp. SFB-mouse-Yit,0,0,NC_017294,YP_005667835.1,TC-phiC2,TC-phiC2,0.0055,24.6,24,116,1,0,1,
,Candidatus Arthromitus sp. SFB-mouse-Yit,0,0,NC_017294,YP_005667835.1,TC-HK97,TC-HK97,4,16.7,16,108,0,0,0,
,Clostridium acetobutylicum EA 2018,0,0,NC_017295,YP_005671033.1,TC-HK97,TC-HK97,0,51.4,11,131,0,0,0,
,Clostridium acetobutylicum EA 2018,0,0,NC_017295,YP_005671446.1,TC-Phi297,TC-Phi297,3,16.1,78,153,0,0,0,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005674771.1,TC-HK97,TC-HK97,0.000016,34,11,117,0,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-HK97,TC-HK97,0.0044,26.2,13,151,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-phiC2,TC-phiC2,0.065,21.1,4,42,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-phiC2,TC-phiC2,0.065,21.1,76,133,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-phiC2,TC-phiC2,0.065,21.1,131,161,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-T1,TC-T1,0.62,18,1,143,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-T1,TC-T1,0.62,18,1,143,1,0,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675263.1,TC-Che12,TC-Che12,1.3,17.6,24,135,0,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675884.1,TC-Adjutor,TC-Adjutor,0.0000073,34.2,86,115,1,0,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675884.1,TC-Adjutor,TC-Adjutor,0.0000073,34.2,11,89,0,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005676039.1,TC-HK97,TC-HK97,3.10E-19,78.1,10,115,1,1,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005676039.1,TC-ListeriaB025,TC-ListeriaB025,0.29,19.3,2,125,1,0,1,
,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005676039.1,TC-JCL103,TC-JCL103,2.8,16.4,1,126,0,0,0,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005678861.1,TC-Adjutor,TC-Adjutor,0,239.1,1,134,0,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-HK97,TC-HK97,0.24,20.6,12,146,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-phiC2,TC-phiC2,0.55,18.1,4,42,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-phiC2,TC-phiC2,0.55,18.1,73,134,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-phiC2,TC-phiC2,0.55,18.1,130,161,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-T1,TC-T1,3.5,15.6,1,143,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-T1,TC-T1,3.5,15.6,1,143,1,1,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-Che12,TC-Che12,4.8,15.9,19,78,1,0,1,
,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679144.1,TC-Che12,TC-Che12,4.8,15.9,76,135,0,0,0,
,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005688860.1,TC-HK97,TC-HK97,0.0000000017,46.8,10,130,0,0,0,
,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005701835.1,TC-Mu,TC-Mu,4.00E-22,87,9,141,0,1,1,
,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005702586.1,TC-HK97,TC-HK97,0,58.1,10,143,1,0,1,
,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005702586.1,TC-Che12,TC-Che12,0.57,18.8,26,112,0,1,1,
,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005703284.1,TC-HK97,TC-HK97,8.7,15.6,3,147,1,0,1,
,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005703284.1,TC-Mu,TC-Mu,6.50E-19,76.6,6,156,0,1,1,
,Enterococcus faecalis 62,0,0,NC_017312,YP_005705368.1,TC-HK97,TC-HK97,0.00000085,38.1,11,110,1,1,1,
,Enterococcus faecalis 62,0,0,NC_017312,YP_005705368.1,U_TC_Fam7,U_TC_Fam7,0.47,18.7,5,109,1,0,1,
,Enterococcus faecalis 62,0,0,NC_017312,YP_005705368.1,U_TC_Fam7,U_TC_Fam7,0.47,18.7,5,109,0,0,0,
,Enterococcus faecalis 62,0,0,NC_017312,YP_005706313.1,TC-JCL103,TC-JCL103,0.000059,31.5,1,125,0,0,0,
,Enterococcus faecalis 62,0,0,NC_017312,YP_005706563.1,TC-Phi297,TC-Phi297,8.5,14.6,2,140,0,0,0,
,Sinorhizobium meliloti BL225C,0,0,NC_017322,YP_005713496.1,TC-Lam,TC-Lam,0,224.2,1,248,0,0,0,
,Sinorhizobium meliloti BL225C,0,0,NC_017322,YP_005713848.1,TC-Lam,TC-Lam,0,219.2,1,248,0,0,0,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005719426.1,TC-HK97,TC-HK97,0.000002,36.9,9,133,0,0,0,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005719629.1,TC-HK97,TC-HK97,4.80E-18,74.3,12,130,0,0,0,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005719989.1,TC-Lam,TC-Lam,0,217.7,1,248,0,1,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720357.1,TC-HK97,TC-HK97,2.80E-35,130.4,6,148,1,1,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720357.1,TC-HK97,TC-HK97,0.0083,25.3,5,131,1,1,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720357.1,TC-T1,TC-T1,0.00004,31.6,1,144,1,0,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720357.1,TC-T1,TC-T1,0.00004,31.6,1,144,0,0,0,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720425.1,TC-Lam,TC-Lam,0,221.4,1,248,0,0,0,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720838.1,TC-HK97,TC-HK97,0,52,11,125,0,1,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720910.1,TC-T1,TC-T1,0.0001,30.3,1,144,1,1,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720910.1,TC-T1,TC-T1,0.0001,30.3,1,144,1,0,1,
,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720910.1,TC-HK97,TC-HK97,1.90E-38,140.6,6,148,0,1,1,
,Shigella flexneri 2002017,0,0,NC_017328,YP_005727572.1,TC-Lam,TC-Lam,0.23,19.4,1,100,1,0,1,
,Shigella flexneri 2002017,0,0,NC_017328,YP_005727572.1,TC-Lam,TC-Lam,0.23,19.4,162,194,0,1,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730390.1,TC-HK97,TC-HK97,2.30E-16,68.9,9,134,1,1,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730390.1,TC-T1,TC-T1,0.44,18.5,1,78,1,1,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730390.1,U_TC_Fam7,U_TC_Fam7,4.8,15.4,8,136,1,1,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730390.1,TC-T1,TC-T1,0.44,18.5,1,78,1,0,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730390.1,U_TC_Fam7,U_TC_Fam7,4.8,15.4,8,136,0,1,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005731939.1,TC-ListeriaB025,TC-ListeriaB025,8.90E-32,118.1,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005731939.1,TC-HK97,TC-HK97,0.00047,29.3,9,131,0,0,0,
,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005733189.1,TC-ListeriaB025,TC-ListeriaB025,0.00E+00,213.7,1,133,0,0,0,
,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005734308.1,TC-ListeriaB025,TC-ListeriaB025,0,213.7,1,133,0,0,0,
,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005735841.1,TC-ListeriaB025,TC-ListeriaB025,0,216.3,1,133,0,1,1,
,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005736603.1,TC-ListeriaB025,TC-ListeriaB025,1.20E-31,117.7,1,134,1,1,1,
,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005736603.1,TC-HK97,TC-HK97,0.027,23.7,9,130,1,0,1,
,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005736603.1,TC-JCL103,TC-JCL103,6.6,15.2,6,133,0,0,0,
,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005737367.1,TC-HK97,TC-HK97,0.00025,30.2,8,114,0,0,0,
,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005739518.1,TC-ListeriaB025,TC-ListeriaB025,0.00E+00,215.4,1,133,0,1,1,
,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005740026.1,TC-ListeriaB025,TC-ListeriaB025,3.90E-31,116,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005740026.1,TC-HK97,TC-HK97,0.00067,28.8,9,130,0,0,0,
,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005741601.1,TC-HK97,TC-HK97,0.00000000011,50.6,7,108,0,1,1,
,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742670.1,TC-ListeriaB025,TC-ListeriaB025,7.50E-32,118.3,1,134,1,0,1,
,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742670.1,TC-HK97,TC-HK97,0.0005,29.2,9,130,0,1,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745194.1,TC-HK97,TC-HK97,2.60E-16,68.7,9,134,1,1,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745194.1,TC-T1,TC-T1,0.41,18.6,1,80,1,1,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745194.1,U_TC_Fam7,U_TC_Fam7,3.9,15.7,5,136,1,1,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745194.1,TC-T1,TC-T1,0.41,18.6,1,80,1,0,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745194.1,U_TC_Fam7,U_TC_Fam7,3.9,15.7,5,136,0,1,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745350.1,TC-ListeriaB025,TC-ListeriaB025,8.90E-32,118.1,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745350.1,TC-HK97,TC-HK97,0.00047,29.3,9,131,0,1,1,
,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747262.1,TC-ListeriaB025,TC-ListeriaB025,3.90E-31,116,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747262.1,TC-HK97,TC-HK97,0.00067,28.8,9,130,0,0,0,
,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747778.1,TC-ListeriaB025,TC-ListeriaB025,0,216,1,133,0,1,1,
,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750526.1,TC-ListeriaB025,TC-ListeriaB025,7.50E-32,118.3,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750526.1,TC-HK97,TC-HK97,0.0005,29.2,9,130,0,1,1,
,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005753218.1,TC-ListeriaB025,TC-ListeriaB025,8.90E-32,118.1,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005753218.1,TC-HK97,TC-HK97,0.00047,29.3,9,131,0,0,0,
,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005754817.1,TC-HK97,TC-HK97,3.20E-16,68.4,21,146,0,0,0,
,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005757072.1,TC-HK97,TC-HK97,0,56.8,7,108,0,0,0,
,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005757903.1,TC-ListeriaB025,TC-ListeriaB025,0,215.8,1,133,0,0,0,
,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005758392.1,TC-HK97,TC-HK97,0.00025,30.2,8,114,0,0,0,
,Staphylococcus lugdunensis N920143,0,0,NC_017353,YP_005759992.1,TC-HK97,TC-HK97,0.000011,34.6,6,107,0,1,1,
,Helicobacter pylori 2017,0,0,NC_017374,YP_005783707.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,26,74,1,1,1,
,Helicobacter pylori 2017,0,0,NC_017374,YP_005783707.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,56,100,1,0,1,
,Helicobacter pylori 2017,0,0,NC_017374,YP_005783707.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,152,235,0,1,1,
,Helicobacter pylori 2018,0,0,NC_017381,YP_005791550.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,26,74,1,1,1,
,Helicobacter pylori 2018,0,0,NC_017381,YP_005791550.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,56,100,1,0,1,
,Helicobacter pylori 2018,0,0,NC_017381,YP_005791550.1,TC-ListeriaB025,TC-ListeriaB025,6.3,15,152,235,0,0,0,
,Ketogulonicigenium vulgare WSH-001,0,0,NC_017384,YP_005794558.1,TC-Lam,TC-Lam,0,224,12,252,0,0,0,
,Ketogulonicigenium vulgare WSH-001,0,0,NC_017384,YP_005795407.1,TC-HK97,TC-HK97,0.000001,37.9,1,118,0,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005798070.1,U_TC_Fam5,U_TC_Fam5,0.018,23.2,1,48,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005798070.1,U_TC_Fam5,U_TC_Fam5,0.018,23.2,28,107,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005798070.1,TC-T1,TC-T1,0,175.7,1,108,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005798070.1,TC-T1,TC-T1,0,175.7,1,108,1,0,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005798070.1,TC-HK97,TC-HK97,0.12,21.1,1,102,0,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799644.1,U_TC_Fam5,U_TC_Fam5,0.18,19.9,3,107,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799644.1,TC-T1,TC-T1,1.20E-42,153.2,1,108,1,0,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799644.1,TC-T1,TC-T1,1.20E-42,153.2,1,108,0,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799928.1,TC-HK97,TC-HK97,3.3,16.9,9,139,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799928.1,TC-Mu,TC-Mu,0.00012,30.3,5,127,1,0,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005799928.1,TC-Adjutor,TC-Adjutor,0.00018,29.7,58,162,0,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005800328.1,TC-Adjutor,TC-Adjutor,9.8,14.4,113,151,1,1,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005800328.1,TC-Adjutor,TC-Adjutor,9.8,14.4,302,340,1,0,1,
,Acinetobacter baumannii TCDC-AB0715,0,0,NC_017387,YP_005800328.1,TC-Adjutor,TC-Adjutor,9.8,14.4,429,467,0,0,0,
,Erwinia pyrifoliae DSM 12163,0,0,NC_017390,YP_005802645.1,TC-HK97,TC-HK97,0.74,19,15,70,0,0,0,
,Erwinia pyrifoliae DSM 12163,0,0,NC_017390,YP_005802954.1,TC-Sfv,TC-Sfv,0,233.7,5,168,0,0,0,
,Erwinia sp. Ejp617,0,0,NC_017445,YP_005819246.1,TC-HK97,TC-HK97,0.63,19.2,7,70,0,1,1,
,Francisella cf. novicida 3523,0,0,NC_017449,YP_005824053.1,TC-Lam,TC-Lam,6.1,14.7,1,96,1,0,1,
,Francisella cf. novicida 3523,0,0,NC_017449,YP_005824053.1,TC-Lam,TC-Lam,6.1,14.7,100,166,0,0,0,
,Francisella cf. novicida Fx1,0,0,NC_017450,YP_005826293.1,TC-phiC2,TC-phiC2,5.6,14.8,158,236,0,1,1,
,Haemophilus influenzae R2866,0,0,NC_017451,YP_005827234.1,TC-Mu,TC-Mu,0.0024,26.1,188,225,1,0,1,
,Haemophilus influenzae R2866,0,0,NC_017451,YP_005827234.1,TC-Mu,TC-Mu,0.0024,26.1,15,117,0,0,0,
,Haemophilus influenzae R2866,0,0,NC_017451,YP_005828361.1,TC-Mu,TC-Mu,3.60E-34,126.1,2,151,0,0,0,
,Haemophilus influenzae R2846,0,0,NC_017452,YP_005829496.1,TC-Mu,TC-Mu,0.002,26.4,7,44,0,1,1,
,Gardnerella vaginalis HMP9231,0,0,NC_017456,YP_005837859.1,TC-JCL103,TC-JCL103,3.80E-26,100,1,125,1,1,1,
,Gardnerella vaginalis HMP9231,0,0,NC_017456,YP_005837859.1,TC-ListeriaB025,TC-ListeriaB025,0.03,22.5,6,126,1,1,1,
,Gardnerella vaginalis HMP9231,0,0,NC_017456,YP_005837859.1,TC-T1,TC-T1,4.7,15.2,9,71,1,0,1,
,Gardnerella vaginalis HMP9231,0,0,NC_017456,YP_005837859.1,TC-T1,TC-T1,4.7,15.2,9,71,0,1,1,
,Ignavibacterium album JCM 16511,0,0,NC_017464,YP_005845074.1,TC-Mu,TC-Mu,2.70E-17,71.3,8,136,1,0,1,
,Ignavibacterium album JCM 16511,0,0,NC_017464,YP_005845074.1,TC-Mu,TC-Mu,2.70E-17,71.3,125,166,0,1,1,
,Ignavibacterium album JCM 16511,0,0,NC_017464,YP_005848017.1,TC-Mu,TC-Mu,6.80E-17,70,7,129,1,0,1,
,Ignavibacterium album JCM 16511,0,0,NC_017464,YP_005848017.1,TC-Mu,TC-Mu,6.80E-17,70,127,166,0,1,1,
,Lactobacillus casei LC2W,0,0,NC_017473,YP_005855895.1,TC-HK97,TC-HK97,0.0000031,36.3,7,115,1,0,1,
,Lactobacillus casei LC2W,0,0,NC_017473,YP_005855895.1,TC-Adjutor,TC-Adjutor,6.6,14.9,52,123,0,1,1,
,Lactobacillus casei LC2W,0,0,NC_017473,YP_005856022.1,TC-HK97,TC-HK97,0.0000036,36.1,7,115,1,0,1,
,Lactobacillus casei LC2W,0,0,NC_017473,YP_005856022.1,TC-Adjutor,TC-Adjutor,1.4,17.1,52,123,0,1,1,
,Lactobacillus casei BD-II,0,0,NC_017474,YP_005859012.1,TC-HK97,TC-HK97,0.0000031,36.3,7,115,1,0,1,
,Lactobacillus casei BD-II,0,0,NC_017474,YP_005859012.1,TC-Adjutor,TC-Adjutor,6.6,14.9,52,123,0,1,1,
,Lactobacillus casei BD-II,0,0,NC_017474,YP_005859136.1,TC-HK97,TC-HK97,0.0000031,36.3,7,115,1,0,1,
,Lactobacillus casei BD-II,0,0,NC_017474,YP_005859136.1,TC-Adjutor,TC-Adjutor,6.6,14.9,52,123,0,0,0,
,Lactobacillus casei BD-II,0,0,NC_017474,YP_005859350.1,TC-HK97,TC-HK97,0.0000023,36.7,15,114,0,0,0,
,Lactobacillus johnsonii DPC 6026,0,0,NC_017477,YP_005862083.1,TC-HK97,TC-HK97,0.00016,30.8,10,166,0,0,0,
,Lactobacillus rhamnosus GG,0,0,NC_017482,YP_005865570.1,TC-HK97,TC-HK97,0.00000018,40.3,2,100,0,0,0,
,Lactobacillus rhamnosus GG,0,0,NC_017482,YP_005865961.1,TC-HK97,TC-HK97,0,54.3,8,120,0,0,0,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005868399.1,TC-BCJA1C,TC-BCJA1C,2.2,16.6,7,106,0,1,1,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005869200.1,TC-HK97,TC-HK97,0,63.9,11,105,1,1,1,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005869200.1,U_TC_Fam7,U_TC_Fam7,1.6,17,3,108,1,0,1,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005869200.1,U_TC_Fam7,U_TC_Fam7,1.6,17,3,108,0,0,0,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005869472.1,TC-BCJA1C,TC-BCJA1C,2.2,16.6,7,106,0,0,0,
,Lactococcus lactis subsp. lactis CV56,Homo sapiens,0,NC_017486,YP_005869524.1,TC-ListeriaB025,TC-ListeriaB025,5.1,15.3,18,94,0,0,0,
,Lactococcus garvieae Lg2,0,0,NC_017490,YP_005870869.1,TC-HK97,TC-HK97,0.0014,27.8,11,168,0,1,1,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875280.1,TC-HK97,TC-HK97,7.00E-17,70.5,7,101,1,1,1,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875280.1,TC-T1,TC-T1,1.3,17,10,64,1,1,1,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875280.1,TC-T1,TC-T1,1.3,17,67,108,1,1,1,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875280.1,TC-T1,TC-T1,1.3,17,10,64,1,0,1,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875280.1,TC-T1,TC-T1,1.3,17,67,108,0,0,0,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005875944.1,TC-JCL103,TC-JCL103,8.7,14.8,1,106,0,0,0,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005876736.1,TC-HK97,TC-HK97,0.0000000062,45,12,157,0,0,0,
,Lactococcus lactis subsp. cremoris A76,0,0,NC_017492,YP_005877081.1,TC-ListeriaB025,TC-ListeriaB025,5.60E+00,15.2,18,94,0,0,0,
,Neisseria meningitidis 8013,0,0,NC_017501,YP_005878623.1,TC-Mu,TC-Mu,0,65.2,7,134,0,1,1,
,Neisseria meningitidis alpha710,0,0,NC_017505,YP_005882596.1,TC-Mu,TC-Mu,0.00000000013,49.6,120,206,1,0,1,
,Neisseria meningitidis alpha710,0,0,NC_017505,YP_005882596.1,TC-Mu,TC-Mu,0.00000000013,49.6,9,118,0,0,0,
,Neisseria meningitidis alpha710,0,0,NC_017505,YP_005882705.1,TC-Mu,TC-Mu,0,65.2,7,134,0,1,1,
,Marinobacter adhaerens HP15,0,0,NC_017506,YP_005885651.1,TC-ShewanellaB,TC-ShewanellaB,8.8,14.6,2,108,1,1,1,
,Marinobacter adhaerens HP15,0,0,NC_017506,YP_005885651.1,TC-Lam,TC-Lam,0.00004,31.7,1,106,1,0,1,
,Marinobacter adhaerens HP15,0,0,NC_017506,YP_005885651.1,TC-ShewanellaB,TC-ShewanellaB,8.8,14.6,150,198,0,0,0,
,Mycoplasma hyopneumoniae 168,0,0,NC_017509,YP_005888717.1,TC-IEBH,TC-IEBH,3.6,15.9,421,528,0,0,0,
,Neisseria gonorrhoeae TCDC-NG08107,Homo sapiens,0,NC_017511,YP_005889954.1,TC-HK97,TC-HK97,0.015,24.4,12,149,0,0,0,
,Neisseria meningitidis WUE 2594,0,0,NC_017512,YP_005891866.1,TC-Mu,TC-Mu,0,65.2,7,134,0,1,1,
,Neisseria meningitidis WUE 2594,0,0,NC_017512,YP_005892312.1,TC-Adjutor,TC-Adjutor,0.0028,25.8,9,160,1,1,1,
,Neisseria meningitidis WUE 2594,0,0,NC_017512,YP_005892312.1,TC-HK97,TC-HK97,0.097,21.9,9,149,1,1,1,
