,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,75
,Gluconacetobacter xylinus NBRC 3288,0,0,NC_016027,YP_004868919.1,TR-DMS3,TR-DMS3,0.0000000027,45.9,1,125,0,0,0,
,Taylorella asinigenitalis MCE3,donkey,0,NC_016043,YP_004874266.1,TR-MGAS315,TR-MGAS315,9.9,14.5,1,107,0,0,0,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004875606.1,TR-CD38,TR-CD38,0.0001,30.7,2,145,0,0,0,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004875675.1,TR-CD38,TR-CD38,0.0001,30.7,2,145,0,1,1,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004875998.1,TR-phi297,TR-phi297,1.5,17.2,13,59,1,1,1,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004875998.1,TR-phi297,TR-phi297,1.5,17.2,52,98,1,0,1,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004875998.1,TR-phi297,TR-phi297,1.5,17.2,94,123,0,0,0,
,Bacillus subtilis subsp. spizizenii TU-B-10,0,0,NC_016047,YP_004876855.1,TR-CD38,TR-CD38,0.84,18,7,146,0,0,0,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881518.1,TR-CD38,TR-CD38,0.0026,26,44,146,0,1,1,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881713.1,TR-CD38,TR-CD38,5.8,15.2,4,77,1,0,1,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881713.1,TR-CD38,TR-CD38,5.8,15.2,97,154,0,1,1,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004882439.1,TR-CD38,TR-CD38,5.8,15.2,4,77,1,0,1,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004882439.1,TR-CD38,TR-CD38,5.8,15.2,97,154,0,0,0,
,Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004883853.1,TR-Bmccartyi,TR-Bmccartyi,0,171.3,1,112,0,0,0,
,Tetragenococcus halophilus NBRC 12172,0,0,NC_016052,YP_004887295.1,TR-ListeriaB025,TR-ListeriaB025,5.30E-42,151.2,1,134,0,0,0,
,Lactobacillus plantarum WCFS1,0,0,NC_004567,YP_004888660.1,TR-SPP1,TR-SPP1,1.4,17.5,6,116,0,0,0,
,Lactobacillus plantarum WCFS1,0,0,NC_004567,YP_004890106.1,TR-SPP1,TR-SPP1,8.5,15,7,116,0,1,1,
,Salmonella phage SFP10,Salmonella sp. and Escherichia coli O157,neg,NC_016073,YP_004895324.1,TR-T4,TR-T4,5.30E-34,126,4,182,1,0,1,
,Salmonella phage SFP10,Salmonella sp. and Escherichia coli O157,neg,NC_016073,YP_004895324.1,U_T4-gp15_tss,U_T4-gp15_tss,0,52,5,192,0,0,0,
,Acidaminococcus intestini RyC-MR95,0,0,NC_016077,YP_004896597.1,TR-DMS3,TR-DMS3,0.77,18.6,15,113,0,1,1,
,Acidaminococcus intestini RyC-MR95,0,0,NC_016077,YP_004896702.1,TR-Adjutor,TR-Adjutor,0.015,23.2,3,142,1,0,1,
,Acidaminococcus intestini RyC-MR95,0,0,NC_016077,YP_004896702.1,TR-CD38,TR-CD38,0,51,2,146,0,0,0,
,Acidaminococcus intestini RyC-MR95,0,0,NC_016077,YP_004897261.1,TR-SPP1,TR-SPP1,0.000000062,41.2,2,112,0,0,0,
,Acidaminococcus intestini RyC-MR95,0,0,NC_016077,YP_004897317.1,TR-CD38,TR-CD38,0,52.1,2,146,0,1,1,
,Pelagibacterium halotolerans B2,0,0,NC_016078,YP_004898501.1,TR-SPP1,TR-SPP1,0.68,18.5,7,111,1,0,1,
,Pelagibacterium halotolerans B2,0,0,NC_016078,YP_004898501.1,TR-Che8,TR-Che8,7.5,15.1,3,111,0,0,0,
,Pelagibacterium halotolerans B2,0,0,NC_016078,YP_004898552.1,TR-SPP1,TR-SPP1,0,53.9,6,130,0,0,0,
,Kitasatospora setae KM-6054,0,0,NC_016109,YP_004905623.1,TR-SPP1,TR-SPP1,8.3,15,65,163,0,0,0,
,Kitasatospora setae KM-6054,0,0,NC_016109,YP_004908888.1,TR-SPP1,TR-SPP1,6.6,15.3,22,100,0,1,1,
,Streptomyces cattleya NRRL 8057 = DSM 46488,0,0,NC_016111,YP_004912460.1,TR-Che8,TR-Che8,3.1,16.4,19,66,1,0,1,
,Streptomyces cattleya NRRL 8057 = DSM 46488,0,0,NC_016111,YP_004912460.1,TR-Che8,TR-Che8,3.1,16.4,76,171,0,1,1,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004923664.1,TR-PA6,TR-PA6,9.4,14.5,1,56,1,0,1,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004923664.1,TR-PA6,TR-PA6,9.4,14.5,107,174,0,0,0,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004925459.1,TR-SPP1,TR-SPP1,6.7,15.3,45,152,0,1,1,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004926401.1,TR-Che8,TR-Che8,2.2,16.8,66,166,1,1,1,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004926401.1,TR-Che8,TR-Che8,2.2,16.8,191,315,1,0,1,
,Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004926401.1,TR-Che8,TR-Che8,2.2,16.8,317,418,0,0,0,
,Escherichia phage HK639,Escherichia coli,neg,NC_016158,YP_004934041.1,TR-T1,TR-T1,2.30E-30,113.3,8,145,0,0,0,
,Escherichia phage HK75,Escherichia coli K-12,neg,NC_016160,YP_004934116.1,TR-SPP1,TR-SPP1,0,53.6,5,111,0,0,0,
,Synechococcus phage S-CBS1,Synechococcus sp. CB0201,neg,NC_016164,YP_004934611.1,TR-meningitidis,TR-meningitidis,3.5,16,20,134,0,0,0,
,Rhodobacter phage RcapMu,Rhodobacter capsulatus SB1003,neg,NC_016165,YP_004934689.1,TR-DMS3,TR-DMS3,0.00000079,37.9,1,119,0,0,0,
,Gordonia phage GTE5,Gordonia terrae strain Gter34,pos,NC_016434,YP_004935756.1,TR-Che8,TR-Che8,0.00081,27.9,34,167,0,0,0,
,Gordonia phage GRU1,Gordonia rubropertincta strain Grub38,pos,NC_016435,YP_004935847.1,TR-Che8,TR-Che8,0.0028,26.2,34,167,0,1,1,
,Eubacterium limosum KIST612,0,0,NC_014624,YP_004940349.1,TR-SPP1,TR-SPP1,0.0000046,35.2,7,110,1,0,1,
,Eubacterium limosum KIST612,0,0,NC_014624,YP_004940349.1,TR-FL3A,TR-FL3A,0.0011,27.4,8,112,0,0,0,
,Enterobacter cloacae EcWSU1,0,0,NC_016514,YP_004952119.1,TR-P2,TR-P2,4.90E-28,106.1,1,108,0,0,0,
,Enterobacter cloacae EcWSU1,0,0,NC_016514,YP_004953722.1,TR-P2,TR-P2,6.60E-21,83,1,105,0,1,1,
,Campylobacter phage CPX,Campylobacter jejuni,neg,NC_016562,YP_004956933.1,TR-T4,TR-T4,0,204.3,1,195,1,0,1,
,Campylobacter phage CPX,Campylobacter jejuni,neg,NC_016562,YP_004956933.1,U_T4-gp15_tss,U_T4-gp15_tss,1.90E-21,85.3,1,232,0,0,0,
,Campylobacter phage CPX,Campylobacter jejuni,neg,NC_016562,YP_004957010.1,TR-BCJA1C,TR-BCJA1C,7.3,14.8,137,251,0,0,0,
,Bacillus phage W.Ph.,Bacillus cereus,pos,NC_016563,YP_004957035.1,TR-SPO1,TR-SPO1,0,371.5,1,289,0,0,0,
,Shigella phage EP23,Shigella sonnei,neg,NC_016566,YP_004957451.1,TR-T1,TR-T1,2.80E-35,129.2,5,136,0,0,0,
,Nocardia phage NBR1,Nocardia brasiliensis,pos,NC_016569,YP_004957648.1,TR-Che8,TR-Che8,1.60E-28,107.8,12,140,0,1,1,
,Escherichia phage Cba120,Escherichia coli; O157:H7; NCTC 12900,neg,NC_016570,YP_004957858.1,TR-T4,TR-T4,3.50E-34,126.6,4,182,1,0,1,
,Escherichia phage Cba120,Escherichia coli; O157:H7; NCTC 12900,neg,NC_016570,YP_004957858.1,U_T4-gp15_tss,U_T4-gp15_tss,0,52.1,5,192,0,0,0,
,Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004958484.1,TR-Che8,TR-Che8,1.90E-25,97.9,10,135,0,0,0,
,Desulfosporosinus orientis DSM 765,0,0,NC_016584,YP_004973284.1,TR-CD38,TR-CD38,0,164.4,3,139,0,0,0,
,Geobacillus thermoleovorans CCB_US3_UF5,0,0,NC_016593,YP_004980739.1,TR-CD38,TR-CD38,2.90E-37,136.1,1,130,0,1,1,
,Owenweeksia hongkongensis DSM 17368,0,0,NC_016599,YP_004988522.1,TR-Andromeda,TR-Andromeda,6.3,15,111,186,1,0,1,
,Owenweeksia hongkongensis DSM 17368,0,0,NC_016599,YP_004988522.1,TR-Andromeda,TR-Andromeda,6.3,15,191,257,0,1,1,
,Mycobacterium rhodesiae NBB3,0,0,NC_016604,YP_004998944.1,TR-meningitidis,TR-meningitidis,9.1,14.6,40,92,1,0,1,
,Mycobacterium rhodesiae NBB3,0,0,NC_016604,YP_004998944.1,TR-meningitidis,TR-meningitidis,9.1,14.6,285,390,0,0,0,
,Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005016439.1,TR-phi297,TR-phi297,6.5,15.2,27,119,0,0,0,
,Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019066.1,TR-Lam,TR-Lam,0,192.1,1,132,0,0,0,
,Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019510.1,TR-PY54,TR-PY54,0,218.2,1,128,0,0,0,
,Dechlorosoma suillum PS,0,0,NC_016616,YP_005026461.1,U_TR_Oligot,U_TR_Oligot,0.4,18.9,1,140,0,0,0,
,Azospirillum brasilense Sp245,0,0,NC_016617,YP_005032422.1,U_TR_Oligot,U_TR_Oligot,4,15.6,60,123,0,0,0,
,Azospirillum lipoferum 4B,0,0,NC_016622,YP_005039262.1,U_TR_Oligot,U_TR_Oligot,0.0013,26.9,1,148,0,0,0,
,Clostridium clariflavum DSM 19732,0,0,NC_016627,YP_005044911.1,TR-phi297,TR-phi297,6.1,15.2,4,58,0,1,1,
,Clostridium clariflavum DSM 19732,0,0,NC_016627,YP_005048090.1,TR-SPP1,TR-SPP1,5.5,15.6,2,105,1,0,1,
,Clostridium clariflavum DSM 19732,0,0,NC_016627,YP_005048090.1,TR-Bmccartyi,TR-Bmccartyi,0,183.9,1,113,0,0,0,
,Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005050707.1,TR-Mu,TR-Mu,0,60.6,2,188,0,0,0,
,Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005051908.1,TR-SPP1,TR-SPP1,0.65,18.6,10,140,0,0,0,
,Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005052709.1,TR-SPP1,TR-SPP1,6.5,15.4,1,73,0,1,1,
,Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005053508.1,TR-SPP1,TR-SPP1,0.24,20,12,127,1,0,1,
,Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005053508.1,TR-Che8,TR-Che8,0.94,18,3,143,0,1,1,
,Granulicella mallensis MP5ACTX8,0,0,NC_016631,YP_005057207.1,TR-SPP1,TR-SPP1,0.000000018,42.9,5,129,1,1,1,
,Granulicella mallensis MP5ACTX8,0,0,NC_016631,YP_005057207.1,TR-Che8,TR-Che8,0.0025,26.3,19,133,1,0,1,
,Granulicella mallensis MP5ACTX8,0,0,NC_016631,YP_005057207.1,TR-PY54,TR-PY54,0.043,22.3,1,135,0,0,0,
,Sphaerochaeta pleomorpha str. Grapes,0,0,NC_016633,YP_005061419.1,TR-SPP1,TR-SPP1,1,18,125,211,0,0,0,
,Paenibacillus terrae HPL-003,0,0,NC_016641,YP_005075605.1,TR-phi297,TR-phi297,5.8,15.3,115,170,0,0,0,
,Paenibacillus terrae HPL-003,0,0,NC_016641,YP_005075709.1,TR-Adjutor,TR-Adjutor,4.20E-40,146.3,1,287,0,0,0,
,Pseudovibrio sp. FO-BEG1,coral,0,NC_016642,YP_005080837.1,TR-BcepMu,TR-BcepMu,2.30E-18,74.5,11,147,0,0,0,
,Pseudovibrio sp. FO-BEG1,coral,0,NC_016642,YP_005080995.1,TR-SPP1,TR-SPP1,0,54.7,10,131,0,0,0,
,Pseudovibrio sp. FO-BEG1,coral,0,NC_016642,YP_005083106.1,TR-CD38,TR-CD38,1.1,17.6,48,100,0,0,0,
,Rhodococcus phage RGL3,Rhodococcus globerulus,pos,NC_016650,YP_005086969.1,TR-Che8,TR-Che8,0.000041,32.1,7,135,0,0,0,
,Rhodococcus phage RER2,Rhodococcus erythropolis,pos,NC_016653,YP_005087136.1,TR-Che8,TR-Che8,0.0000077,34.5,8,136,0,0,0,
,Oceanimonas sp. GK1,0,0,NC_016745,YP_005092234.1,TR-P2,TR-P2,3.10E-30,113.2,1,137,0,0,0,
,Marinitoga piezophila KA3,0,0,NC_016751,YP_005096582.1,TR-ClostridiumC,TR-ClostridiumC,0.58,18.4,15,115,0,0,0,
,Pseudomonas phage phi297,Pseudomonas aeruginosa,neg,NC_016762,YP_005098080.1,TR-phi297,TR-phi297,0,192.3,3,124,0,0,0,
,Salmonella phage SE2,Salmonella enterica serovar Enteritidis,neg,NC_016763,YP_005098143.1,TR-T1,TR-T1,4.30E-21,83.3,7,131,0,1,1,
,Pseudomonas phage vB_PaeS_PMG1,Pseudomonas aeruginosa,neg,NC_016765,YP_005098218.1,TR-SPP1,TR-SPP1,6.00E-20,80,4,115,1,0,1,
,Pseudomonas phage vB_PaeS_PMG1,Pseudomonas aeruginosa,neg,NC_016765,YP_005098218.1,TR-Che8,TR-Che8,0.1,21.1,32,116,0,1,1,
,Mycobacterium tuberculosis KZN 4207,Homo sapiens,0,NC_016768,YP_005098989.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium tuberculosis KZN 4207,Homo sapiens,0,NC_016768,YP_005098989.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,1,1,
,Bacillus cereus NC7401,0,0,NC_016771,YP_005104590.1,TR-SPP1,TR-SPP1,0.015,23.9,1,106,1,0,1,
,Bacillus cereus NC7401,0,0,NC_016771,YP_005104590.1,TR-ListeriaB025,TR-ListeriaB025,0.034,22.5,6,110,0,1,1,
,Bacillus cereus NC7401,0,0,NC_016771,YP_005106310.1,TR-SPP1,TR-SPP1,0.00000000052,47.9,7,114,1,1,1,
,Bacillus cereus NC7401,0,0,NC_016771,YP_005106310.1,TR-ListeriaB025,TR-ListeriaB025,0.0000000016,46.2,1,116,1,0,1,
,Bacillus cereus NC7401,0,0,NC_016771,YP_005106310.1,TR-FL3A,TR-FL3A,0.31,19.5,28,114,0,0,0,
,Bacillus cereus F837/76,0,0,NC_016779,YP_005119734.1,TR-MGAS315,TR-MGAS315,7.9,14.8,49,128,0,1,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129141.1,TR-phi297,TR-phi297,0.26,19.7,14,63,1,1,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129141.1,TR-phi297,TR-phi297,0.26,19.7,39,80,1,1,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129141.1,TR-phi297,TR-phi297,0.26,19.7,55,93,1,0,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129141.1,TR-phi297,TR-phi297,0.26,19.7,75,123,0,0,0,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129331.1,TR-SPP1,TR-SPP1,5.50E-20,80.1,11,126,0,0,0,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005129951.1,TR-CD38,TR-CD38,6.1,15.2,6,148,0,1,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005130554.1,TR-SPP1,TR-SPP1,0.00000061,38,13,121,1,0,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005130554.1,TR-ListeriaB025,TR-ListeriaB025,0.00037,28.8,7,122,0,1,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005131559.1,TR-SPP1,TR-SPP1,0.00000018,39.7,13,125,1,0,1,
,Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005131559.1,TR-ListeriaB025,TR-ListeriaB025,0.00049,28.4,8,122,0,0,0,
,Corynebacterium diphtheriae PW8,0,0,NC_016789,YP_005141748.1,TR-Che8,TR-Che8,0.056,22,31,152,0,0,0,
,Corynebacterium diphtheriae PW8,0,0,NC_016789,YP_005141788.1,TR-Che8,TR-Che8,0.056,22,31,152,0,0,0,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005146635.1,TR-Bmccartyi,TR-Bmccartyi,0.0002,29.8,1,107,0,1,1,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005147226.1,TR-SPP1,TR-SPP1,0.0000039,35.4,7,124,1,1,1,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005147226.1,TR-Bmccartyi,TR-Bmccartyi,1,17.9,12,132,1,0,1,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005147226.1,TR-ListeriaB025,TR-ListeriaB025,0.000015,33.3,1,126,0,0,0,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005149510.1,TR-Bmccartyi,TR-Bmccartyi,0,186.7,1,113,0,0,0,
,Clostridium sp. BNL1100,0,0,NC_016791,YP_005149716.1,TR-CD38,TR-CD38,3.70E-37,135.8,3,144,0,0,0,
,Corynebacterium diphtheriae HC02,0,0,NC_016802,YP_005165424.1,TR-Bmccartyi,TR-Bmccartyi,2.80E-45,161.4,3,114,0,1,1,
,Mycobacterium bovis BCG str. Mexico,0,0,NC_016804,YP_005169994.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium bovis BCG str. Mexico,0,0,NC_016804,YP_005169994.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,1,1,
,Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005174201.1,TR-CD38,TR-CD38,2.4,16.5,101,134,1,0,1,
,Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005174201.1,TR-CD38,TR-CD38,2.4,16.5,160,211,0,0,0,
,Haemophilus influenzae 10810,0,0,NC_016809,YP_005178381.1,TR-Lam,TR-Lam,1.10E-21,85.7,1,136,0,1,1,
,Haemophilus influenzae 10810,0,0,NC_016809,YP_005178471.1,TR-BCJA1C,TR-BCJA1C,5.4,15.2,9,77,1,0,1,
,Haemophilus influenzae 10810,0,0,NC_016809,YP_005178471.1,TR-BCJA1C,TR-BCJA1C,5.4,15.2,79,152,0,0,0,
,Haemophilus influenzae 10810,0,0,NC_016809,YP_005179613.1,TR-Bcep1,TR-Bcep1,4.90E-18,73.6,21,121,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005180891.1,TR-Lam,TR-Lam,0,218,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005181837.1,TR-DMS3,TR-DMS3,4.70E-33,122.6,1,118,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005182458.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005182578.1,TR-P2,TR-P2,3.40E-37,135.7,1,131,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005184017.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,1,1,
,Sinorhizobium fredii HH103,0,0,NC_016812,YP_005188979.1,TR-SPP1,TR-SPP1,0,50.8,4,125,1,0,1,
,Sinorhizobium fredii HH103,0,0,NC_016812,YP_005188979.1,TR-Che8,TR-Che8,0.000028,32.7,1,117,0,0,0,
,Pantoea ananatis LMG 5342,0,0,NC_016816,YP_005194077.1,TR-P2,TR-P2,1.50E-33,123.9,2,132,0,0,0,
,Pantoea ananatis LMG 5342,0,0,NC_016816,YP_005196256.1,TR-PY54,TR-PY54,0,217.2,27,153,0,0,0,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005198225.1,TR-meningitidis,TR-meningitidis,6.3,15.1,34,116,0,0,0,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005198809.1,TR-P2,TR-P2,0,61,1,129,0,1,1,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005198989.1,TR-P2,TR-P2,2.2,16.5,7,106,1,0,1,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005198989.1,TR-P2,TR-P2,2.2,16.5,129,179,0,0,0,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005199559.1,TR-P2,TR-P2,1.80E-31,117.1,1,131,0,0,0,
,Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005201263.1,TR-P2,TR-P2,3.00E-29,110,1,131,0,0,0,
,Pseudomonas fluorescens F113,0,0,NC_016830,YP_005209353.1,TR-P2,TR-P2,1.2,17.4,1,78,0,0,0,
,Pseudomonas fluorescens F113,0,0,NC_016830,YP_005210192.1,TR-PY54,TR-PY54,8.4,14.9,109,225,0,1,1,
,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005217007.1,TR-BcepMu,TR-BcepMu,0,219.3,10,154,1,0,1,
,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005217007.1,TR-DMS3,TR-DMS3,0.015,24.2,6,110,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005219083.1,TR-P2,TR-P2,3.70E-39,142.1,1,131,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005219983.1,TR-P2,TR-P2,1.50E-35,130.4,1,131,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005236767.1,TR-Lam,TR-Lam,0,218,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005237047.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005237989.1,TR-DMS3,TR-DMS3,4.70E-33,122.6,1,118,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005238708.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005240503.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005241933.1,TR-Lam,TR-Lam,0,218,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005242920.1,TR-DMS3,TR-DMS3,1.90E-25,98.1,1,98,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005243562.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005243683.1,TR-P2,TR-P2,3.40E-37,135.7,1,131,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005245183.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005246754.1,TR-Lam,TR-Lam,0,218,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248318.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248402.1,TR-P2,TR-P2,6.60E-26,99.2,1,138,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248460.1,TR-P2,TR-P2,2.20E-36,133.1,1,131,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005250046.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005251547.1,TR-Lam,TR-Lam,0,218,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005252522.1,TR-DMS3,TR-DMS3,4.70E-33,122.6,1,118,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005253144.1,TR-Lam,TR-Lam,0,222.1,1,133,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005254648.1,TR-BcepMu,TR-BcepMu,0,167.5,10,151,0,1,1,
,Sulfobacillus acidophilus DSM 10332,0,0,NC_016884,YP_005256000.1,U_TR_Oligot,U_TR_Oligot,9.1,14.5,143,210,1,0,1,
,Sulfobacillus acidophilus DSM 10332,0,0,NC_016884,YP_005256000.1,U_TR_Oligot,U_TR_Oligot,9.1,14.5,218,285,0,1,1,
,Nocardia cyriacigeorgica GUH-2,0,0,NC_016887,YP_005261949.1,TR-Giles,TR-Giles,7.9,14.8,8,91,1,0,1,
,Nocardia cyriacigeorgica GUH-2,0,0,NC_016887,YP_005261949.1,TR-Giles,TR-Giles,7.9,14.8,65,121,0,0,0,
,Nocardia cyriacigeorgica GUH-2,0,0,NC_016887,YP_005264755.1,TR-SPP1,TR-SPP1,1.5,17.4,5,73,0,0,0,
,Acetobacterium woodii DSM 1030,0,0,NC_016894,YP_005271118.1,TR-SPP1,TR-SPP1,1.1,17.8,6,105,0,0,0,
,Shewanella baltica OS678,0,0,NC_016901,YP_005271887.1,TR-SPO1,TR-SPO1,3.3,15.5,90,228,0,0,0,
,Shewanella baltica OS678,0,0,NC_016901,YP_005273359.1,TR-DMS3,TR-DMS3,1.30E-16,69.5,8,122,0,0,0,
,Shewanella baltica OS678,0,0,NC_016901,YP_005274115.1,TR-P2,TR-P2,8.90E-40,144.1,1,133,0,0,0,
,Escherichia coli KO11FL,0,0,NC_016902,YP_005277378.1,TR-P2,TR-P2,3.30E-38,139,1,131,0,0,0,
,Escherichia coli KO11FL,0,0,NC_016902,YP_005277925.1,TR-Lam,TR-Lam,0,211.1,1,131,0,0,0,
,Escherichia coli KO11FL,0,0,NC_016902,YP_005278661.1,TR-P2,TR-P2,4.30E-38,138.6,1,131,0,0,0,
,Escherichia coli KO11FL,0,0,NC_016902,YP_005279276.1,TR-Mu,TR-Mu,1.40E-42,153.9,1,179,0,0,0,
