,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,
,,Bacillus thuringiensis serovar chinensis CT-43,0,0,NC_017208,YP_005574121.1,XkdN,XkdN,0.94,17.7,116,216,1,0,1,
,,Bacillus thuringiensis serovar chinensis CT-43,0,0,NC_017208,YP_005574121.1,XkdN,XkdN,0.94,17.7,226,255,0,0,0,
,,Bacillus thuringiensis serovar chinensis CT-43,0,0,NC_017208,YP_005574526.1,TG_Fam6,TG_Fam6,3.6,16.1,3,86,0,0,0,
,,Bacillus thuringiensis serovar chinensis CT-43,0,0,NC_017208,YP_005574903.1,TG_Fam5,TG_Fam5,0,217.2,1,128,0,0,0,
,,Bifidobacterium animalis subsp. lactis BB-12,0,0,NC_017214,YP_005577104.1,DUF1789,DUF1789,2.6,16.6,204,286,0,0,0,
,,Bifidobacterium animalis subsp. lactis CNCM I-2494,0,0,NC_017215,YP_005578247.1,DUF1789,DUF1789,2.6,16.6,204,286,0,0,0,
,,Bifidobacterium animalis subsp. lactis BLC1,0,0,NC_017216,YP_005578841.1,TG_Fam1,TG_Fam1,8.7,14.9,2,36,0,0,0,
,,Bifidobacterium animalis subsp. lactis BLC1,0,0,NC_017216,YP_005579842.1,DUF1789,DUF1789,2.6,16.6,204,286,0,0,0,
,,Bifidobacterium animalis subsp. lactis V9,0,0,NC_017217,YP_005580392.1,TG_Fam1,TG_Fam1,8.7,14.9,2,36,0,0,0,
,,Bifidobacterium animalis subsp. lactis V9,0,0,NC_017217,YP_005581407.1,DUF1789,DUF1789,2.6,16.6,204,286,0,0,0,
,,Bifidobacterium breve ACS-071-V-Sch8b,0,0,NC_017218,YP_005582050.1,TG_Fam3,TG_Fam3,8.2,14.5,34,92,0,0,0,
,,Bifidobacterium breve ACS-071-V-Sch8b,0,0,NC_017218,YP_005582527.1,TIGR02216,TIGR02216,5.1,15.5,161,211,0,1,1,
,,Bifidobacterium breve ACS-071-V-Sch8b,0,0,NC_017218,YP_005582898.1,DUF1789,DUF1789,1.7,17.2,82,161,1,1,1,
,,Bifidobacterium breve ACS-071-V-Sch8b,0,0,NC_017218,YP_005582898.1,DUF1789,DUF1789,1.7,17.2,204,284,1,0,1,
,,Bifidobacterium breve ACS-071-V-Sch8b,0,0,NC_017218,YP_005582898.1,DUF1789,DUF1789,1.7,17.2,290,359,0,0,0,
,,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,0,0,NC_017219,YP_005584684.1,TIGR02216,TIGR02216,0.54,18.6,161,211,0,1,1,
,,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,0,0,NC_017219,YP_005585522.1,DUF1789,DUF1789,3,16.4,82,178,1,1,1,
,,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,0,0,NC_017219,YP_005585522.1,DUF1789,DUF1789,3,16.4,204,284,1,0,1,
,,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,0,0,NC_017219,YP_005585522.1,DUF1789,DUF1789,3,16.4,291,358,0,0,0,
,,Bifidobacterium longum subsp. longum KACC 91563,0,0,NC_017221,YP_005587032.1,TIGR02216,TIGR02216,0.73,18.2,161,211,0,1,1,
,,Bifidobacterium longum subsp. longum KACC 91563,0,0,NC_017221,YP_005587508.1,DUF1789,DUF1789,2,16.9,82,177,1,1,1,
,,Bifidobacterium longum subsp. longum KACC 91563,0,0,NC_017221,YP_005587508.1,DUF1789,DUF1789,2,16.9,204,284,1,0,1,
,,Bifidobacterium longum subsp. longum KACC 91563,0,0,NC_017221,YP_005587508.1,DUF1789,DUF1789,2,16.9,291,359,0,1,1,
,,Bordetella pertussis CS,0,0,NC_017223,YP_005591294.1,DUF1789,DUF1789,3.60E-28,106.7,1,109,1,0,1,
,,Bordetella pertussis CS,0,0,NC_017223,YP_005591294.1,TG_Fam2,TG_Fam2,0.38,19.3,5,109,0,0,0,
,,Borrelia afzelii PKo,0,0,NC_017238,YP_005592460.1,TG_Fam5,TG_Fam5,2.4,16.5,1,79,0,0,0,
,,Brachyspira intermedia PWS/A,0,0,NC_017243,YP_005593311.1,FluMu_gp41,FluMu_gp41,0.00015,30,6,83,0,1,1,
,,Brachyspira intermedia PWS/A,0,0,NC_017243,YP_005593454.1,TH_Fam3,TH_Fam3,1.3,16.9,182,276,1,0,1,
,,Brachyspira intermedia PWS/A,0,0,NC_017243,YP_005593454.1,TH_Fam3,TH_Fam3,1.3,16.9,350,415,0,1,1,
,,Brachyspira intermedia PWS/A,0,0,NC_017243,YP_005594251.1,TG_Fam1,TG_Fam1,1.3,17.6,3,18,1,0,1,
,,Brachyspira intermedia PWS/A,0,0,NC_017243,YP_005594251.1,TG_Fam1,TG_Fam1,1.3,17.6,20,43,0,1,1,
,,Bradyrhizobium japonicum USDA 6,0,0,NC_017249,YP_005606556.1,TG_Fam1,TG_Fam1,1.1,17.8,2,48,1,0,1,
,,Bradyrhizobium japonicum USDA 6,0,0,NC_017249,YP_005606556.1,TG_Fam1,TG_Fam1,1.1,17.8,47,68,0,0,0,
,,Bradyrhizobium japonicum USDA 6,0,0,NC_017249,YP_005607408.1,DUF1789,DUF1789,1.5,17.3,92,183,0,0,0,
,,Brucella suis 1330,0,0,NC_017251,YP_005615435.1,DUF3356,DUF3356,2.00E-29,109.7,5,104,0,1,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005622236.1,TG_Fam1,TG_Fam1,8.9,14.9,10,23,1,1,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005622236.1,TG_Fam1,TG_Fam1,8.9,14.9,42,72,1,0,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005622236.1,TG_Fam1,TG_Fam1,8.9,14.9,99,112,0,1,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005623387.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005623387.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,0,0,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624062.1,DUF1789,DUF1789,3.00E-24,94,1,103,0,0,0,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005624771.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,1,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005625328.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pestis biovar Medievalis str. Harbin 35,Homo sapiens,0,NC_017265,YP_005625328.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,0,0,
,,Treponema pallidum subsp. pallidum str. Chicago,0,0,NC_017268,YP_005631470.1,XkdN,XkdN,6.4,15,100,172,0,0,0,
,,Treponema pallidum subsp. pallidum str. Chicago,0,0,NC_017268,YP_005631566.1,TG_Fam6,TG_Fam6,10,14.6,55,118,0,1,1,
,,Xanthomonas campestris pv. raphani 756C,0,0,NC_017271,YP_005635227.1,DUF2376,DUF2376,9.9,14.8,177,196,1,0,1,
,,Xanthomonas campestris pv. raphani 756C,0,0,NC_017271,YP_005635227.1,DUF2376,DUF2376,9.9,14.8,215,248,0,1,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641239.1,DUF2376,DUF2376,1.8,17.1,86,109,1,0,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641239.1,DUF2376,DUF2376,1.8,17.1,132,156,0,1,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641427.1,TG_Fam1,TG_Fam1,1.4,17.5,1,15,1,0,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641427.1,TG_Fam1,TG_Fam1,1.4,17.5,16,42,0,1,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641428.1,TG_Fam1,TG_Fam1,6.6,15.3,2,18,1,1,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641428.1,TG_Fam1,TG_Fam1,6.6,15.3,60,74,1,0,1,
,,Thermus thermophilus SG0.5JP17-16,0,0,NC_017272,YP_005641428.1,TG_Fam1,TG_Fam1,6.6,15.3,77,93,0,1,1,
,,Thermus sp. CCB_US3_UF1,0,0,NC_017278,YP_005655217.1,TG_Fam1,TG_Fam1,0.58,18.7,2,25,1,1,1,
,,Thermus sp. CCB_US3_UF1,0,0,NC_017278,YP_005655217.1,TG_Fam1,TG_Fam1,0.58,18.7,60,74,1,0,1,
,,Thermus sp. CCB_US3_UF1,0,0,NC_017278,YP_005655217.1,TG_Fam1,TG_Fam1,0.58,18.7,79,94,0,0,0,
,,Campylobacter jejuni subsp. jejuni S3,0,0,NC_017281,YP_005659302.1,FluMu_gp41,FluMu_gp41,0.00091,27.5,7,70,0,0,0,
,,Candidatus Arthromitus sp. SFB-mouse-Yit,0,0,NC_017294,YP_005667839.1,XkdN,XkdN,5.60E-36,131.7,3,142,0,0,0,
,,Clostridium acetobutylicum EA 2018,0,0,NC_017295,YP_005669524.1,DUF3647,DUF3647,0.42,19.2,148,263,0,0,0,
,,Clostridium acetobutylicum EA 2018,0,0,NC_017295,YP_005671951.1,TG_Fam5,TG_Fam5,4.1,15.8,1,53,0,0,0,
,,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005675257.1,XkdN,XkdN,7.80E-39,141,3,136,0,0,0,
,,Clostridium botulinum F str. 230613,0,0,NC_017297,YP_005676036.1,TH_Fam3,TH_Fam3,0.38,18.7,10,93,0,0,0,
,,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005678856.1,XkdN,XkdN,7.40E-36,131.4,13,143,0,0,0,
,,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679139.1,XkdN,XkdN,1.20E-37,137.2,3,136,0,0,0,
,,Clostridium botulinum H04402 065,0,0,NC_017299,YP_005679329.1,TH_Fam3,TH_Fam3,3.7,15.5,1,126,0,0,0,
,,Corynebacterium pseudotuberculosis 1002,goat,0,NC_017300,YP_005681971.1,FluMu_gp41,FluMu_gp41,9.2,14.6,2,59,0,0,0,
,,Corynebacterium pseudotuberculosis C231,sheep,0,NC_017301,YP_005684064.1,FluMu_gp41,FluMu_gp41,9.2,14.6,2,59,0,0,0,
,,Corynebacterium pseudotuberculosis I19,bovine with severe clinical mastitis in tw,0,NC_017303,YP_005686160.1,FluMu_gp41,FluMu_gp41,9.2,14.6,2,59,0,1,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005687139.1,TG_Fam1,TG_Fam1,3.6,16.1,6,17,1,0,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005687139.1,TG_Fam1,TG_Fam1,3.6,16.1,18,42,0,0,0,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005688857.1,TG_Fam8,TG_Fam8,0,208.1,1,127,0,1,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689064.1,TG_Fam1,TG_Fam1,1.3,17.6,3,18,1,0,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689064.1,TG_Fam1,TG_Fam1,1.3,17.6,21,48,0,1,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689102.1,TG_Fam1,TG_Fam1,4.4,15.8,6,17,1,0,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689102.1,TG_Fam1,TG_Fam1,4.4,15.8,18,42,0,1,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689122.1,TG_Fam1,TG_Fam1,4.4,15.8,6,17,1,0,1,
,,Clostridium thermocellum DSM 1313,0,0,NC_017304,YP_005689122.1,TG_Fam1,TG_Fam1,4.4,15.8,18,42,0,0,0,
,,Corynebacterium pseudotuberculosis PAT10,sheep,0,NC_017305,YP_005691154.1,FluMu_gp41,FluMu_gp41,9.2,14.6,2,59,0,0,0,
,,Corynebacterium pseudotuberculosis 42/02-A,0,0,NC_017306,YP_005693202.1,FluMu_gp41,FluMu_gp41,9.2,14.6,2,59,0,0,0,
,,Corynebacterium pseudotuberculosis CIP 52.97,horse,0,NC_017307,YP_005695266.1,FluMu_gp41,FluMu_gp41,8.4,14.8,2,59,0,0,0,
,,Corynebacterium pseudotuberculosis 1/06-A,0,0,NC_017308,YP_005697242.1,FluMu_gp41,FluMu_gp41,8.4,14.8,2,59,0,0,0,
,,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005701829.1,DUF2765,DUF2765,4.6,15.6,34,104,0,1,1,
,,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005702589.1,TG_Fam2,TG_Fam2,0.072,21.6,33,121,1,0,1,
,,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005702589.1,TG_Fam9,TG_Fam9,0.85,18.1,1,127,0,0,0,
,,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005703294.1,TG_Fam4,TG_Fam4,0.033,22.7,6,96,0,0,0,
,,Desulfovibrio vulgaris RCH1,0,0,NC_017310,YP_005703418.1,FluMu_gp41,FluMu_gp41,0.00012,30.3,4,79,0,0,0,
,,Enterococcus faecalis 62,0,0,NC_017312,YP_005705372.1,DUF3647,DUF3647,0,62.2,9,111,0,0,0,
,,Enterococcus faecalis 62,0,0,NC_017312,YP_005705688.1,DUF3647,DUF3647,1.60E-22,88.2,2,108,0,1,1,
,,Enterococcus faecalis 62,0,0,NC_017312,YP_005705781.1,TG_Fam1,TG_Fam1,1.4,17.5,5,17,1,0,1,
,,Enterococcus faecalis 62,0,0,NC_017312,YP_005705781.1,TG_Fam1,TG_Fam1,1.4,17.5,22,41,0,0,0,
,,Enterococcus faecalis OG1RF,0,0,NC_017316,YP_005708113.1,DUF3647,DUF3647,2.00E-22,87.9,2,108,0,1,1,
,,Enterococcus faecalis OG1RF,0,0,NC_017316,YP_005708219.1,TG_Fam1,TG_Fam1,1.7,17.1,17,29,1,0,1,
,,Enterococcus faecalis OG1RF,0,0,NC_017316,YP_005708219.1,TG_Fam1,TG_Fam1,1.7,17.1,34,53,0,0,0,
,,Corynebacterium ulcerans 809,0,0,NC_017317,YP_005711404.1,FluMu_gp41,FluMu_gp41,4.9,15.5,2,59,0,0,0,
,,Sinorhizobium meliloti BL225C,0,0,NC_017322,YP_005713833.1,DUF2376,DUF2376,0.0019,26.6,2,47,0,0,0,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005719632.1,DUF3356,DUF3356,0.0000066,34.2,5,104,0,0,0,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720004.1,DUF2376,DUF2376,0.0027,26.2,2,47,0,0,0,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720440.1,DUF2376,DUF2376,0.0027,26.2,2,47,0,0,0,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720832.1,DUF3356,DUF3356,2.20E-18,74.3,2,102,0,1,1,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720834.1,DUF2376,DUF2376,0.53,18.8,115,131,1,1,1,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720834.1,DUF2376,DUF2376,0.53,18.8,133,160,1,0,1,
,,Sinorhizobium meliloti SM11,0,0,NC_017325,YP_005720834.1,TG_Fam7,TG_Fam7,0,280.3,4,208,0,1,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005726365.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.6,7,130,1,0,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005726365.1,TIGR01674,TIGR01674,0,182.6,7,134,0,1,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005726963.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005726963.1,DUF3356,DUF3356,2.8,16.2,466,520,0,1,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005727569.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.6,7,130,1,0,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005727569.1,TIGR01674,TIGR01674,0,182.6,7,134,0,0,0,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005727701.1,FluMu_gp41,FluMu_gp41,0.00012,30.3,7,91,0,1,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005728976.1,TG_Fam1,TG_Fam1,6.8,15.2,7,24,1,0,1,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005728976.1,TG_Fam1,TG_Fam1,6.8,15.2,29,45,0,0,0,
,,Shigella flexneri 2002017,0,0,NC_017328,YP_005729265.1,Phage_Gp14,Phage_Gp14,5.5,15.3,137,251,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730060.1,U_TG_Cr,U_TG_Cr,8.8,14.1,366,485,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730129.1,DUF1268,DUF1268,0.38,19.5,85,149,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730393.1,DUF3647,DUF3647,3.50E-34,125.8,11,127,0,1,1,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730617.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005730617.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005731449.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005731694.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005731936.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus TW20,0,0,NC_017331,YP_005732359.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005732912.1,DUF1268,DUF1268,0.32,19.7,59,123,0,0,0,
,,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005734241.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005734554.1,DUF2669,DUF2669,5.5,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus ST398,0,0,NC_017333,YP_005735065.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005736607.1,TH_Fam3,TH_Fam3,0.093,20.7,34,116,0,0,0,
,,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005736941.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005737178.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005737364.1,TH_Fam3,TH_Fam3,0,331.7,1,148,0,0,0,
,,Staphylococcus aureus subsp. aureus ED133,0,0,NC_017337,YP_005737722.1,TIGR01674,TIGR01674,1.6,16.8,725,808,0,0,0,
,,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005739460.1,TG_Fam2,TG_Fam2,0.91,18.1,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005739772.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005740022.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus JKD6159,0,0,NC_017338,YP_005740298.1,TIGR01674,TIGR01674,1.2,17.2,724,808,0,1,1,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005741259.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005741259.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005741604.1,DUF3647,DUF3647,2.00E-25,97.6,2,114,0,0,0,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742150.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742412.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742666.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus 04-02981,0,0,NC_017340,YP_005742948.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005743469.1,DUF1268,DUF1268,0.32,19.8,59,124,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005744767.1,TG_Fam2,TG_Fam2,0.88,18.1,3,84,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745022.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745191.1,DUF3647,DUF3647,2.30E-33,123.1,11,127,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745346.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus str. JKD6008,0,0,NC_017341,YP_005745625.1,TIGR01674,TIGR01674,1.6,16.8,707,791,0,0,0,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005746484.1,DUF1268,DUF1268,0.38,19.5,85,149,0,0,0,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747020.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747266.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747529.1,DUF2669,DUF2669,5.5,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005747841.1,TG_Fam2,TG_Fam2,0.85,18.2,7,96,0,1,1,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005748737.1,TG_Fam1,TG_Fam1,8.9,14.9,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus TCH60,0,0,NC_017342,YP_005748737.1,TG_Fam1,TG_Fam1,8.9,14.9,24,44,0,1,1,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005749222.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005749222.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750030.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750275.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750522.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus ECT-R 2,Homo sapiens,0,NC_017343,YP_005750802.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005751371.1,DUF1268,DUF1268,0.38,19.5,85,149,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005752702.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005752957.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005753214.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005753523.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus aureus subsp. aureus T0131,Homo sapiens,0,NC_017347,YP_005753915.1,U_TG_Cr,U_TG_Cr,8.8,14.1,366,485,0,1,1,
,,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005754472.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005754472.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005754820.1,DUF3647,DUF3647,1.30E-30,114.3,9,128,0,0,0,
,,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005755345.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus LGA251,0,0,NC_017349,YP_005756021.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,1,1,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005756971.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005756971.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005757075.1,DUF3647,DUF3647,2.00E-25,97.6,2,114,0,0,0,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005757843.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005758150.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005758389.1,TH_Fam3,TH_Fam3,0,331.7,1,148,0,0,0,
,,Staphylococcus aureus subsp. aureus 11819-97,Homo sapiens,0,NC_017351,YP_005758667.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Staphylococcus lugdunensis N920143,0,0,NC_017353,YP_005759995.1,DUF3647,DUF3647,2.50E-28,106.9,2,114,0,0,0,
,,Staphylococcus lugdunensis N920143,0,0,NC_017353,YP_005760574.1,TG_Fam2,TG_Fam2,1.2,17.7,3,92,0,1,1,
,,Staphylococcus lugdunensis N920143,0,0,NC_017353,YP_005761355.1,DUF1789,DUF1789,2.7,16.5,1040,1081,1,1,1,
,,Staphylococcus lugdunensis N920143,0,0,NC_017353,YP_005761355.1,DUF1789,DUF1789,2.7,16.5,1125,1166,1,1,1,
