,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323152.1,U_TM_T4-PS,U_TM_T4-PS,0,237.3,1,233,1,0,1
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323152.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,412.1,1,242,0,0,0
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323152.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,412.1,226,864,0,1,1
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323153.1,U_TM_T4-PS,U_TM_T4-PS,0,240.2,7,227,1,0,1
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323153.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,457.1,6,427,0,0,0
,,Prochlorococcus phage P-RSM4,0,neg,NC_015283,YP_004323153.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,457.1,429,930,0,0,0
,,Prochlorococcus phage P-HM2,0,neg,NC_015284,YP_004323391.1,U_TM_T4-PMH1,U_TM_T4-PMH1,2.80E-45,163.1,225,395,0,0,0
,,Prochlorococcus phage P-HM2,0,neg,NC_015284,YP_004323391.1,U_TM_T4-PMH1,U_TM_T4-PMH1,2.80E-45,163.1,513,561,0,1,1
,,Synechococcus phage Syn19,0,neg,NC_015286,YP_004323852.1,U_TM_T4-PS,U_TM_T4-PS,1.20E-39,144.8,3,218,1,0,1
,,Synechococcus phage Syn19,0,neg,NC_015286,YP_004323852.1,U_TM_T4-PS,U_TM_T4-PS,1.20E-39,144.8,564,643,0,0,0
,,Synechococcus phage Syn19,0,neg,NC_015286,YP_004323852.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,1313.2,1,1548,0,0,0
,,Synechococcus phage Syn19,0,neg,NC_015286,YP_004323853.1,U_TM_T4-PS,U_TM_T4-PS,0,230,3,228,0,0,0
,,Synechococcus phage Syn19,0,neg,NC_015286,YP_004323853.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,919.1,2,1209,0,1,1
,,Synechococcus phage S-SSM5,0,neg,NC_015289,YP_004324620.1,U_TM_T4-PS,U_TM_T4-PS,0,228.1,1,233,1,0,1
,,Synechococcus phage S-SSM5,0,neg,NC_015289,YP_004324620.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,393.7,1,326,0,0,0
,,Synechococcus phage S-SSM5,0,neg,NC_015289,YP_004324620.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,393.7,393,811,0,0,0
,,Synechococcus phage S-SSM5,0,neg,NC_015289,YP_004324621.1,U_TM_T4-PS,U_TM_T4-PS,0,245.1,7,227,0,0,0
,,Synechococcus phage S-SSM5,0,neg,NC_015289,YP_004324621.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,641.7,6,950,0,0,0
,,Prochlorococcus phage P-SSM7,0,neg,NC_015290,YP_004324842.1,U_TM_T4-PS,U_TM_T4-PS,0,228.9,1,225,0,0,0
,,Prochlorococcus phage P-SSM7,0,neg,NC_015290,YP_004324842.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,622.9,1,893,0,0,0
,,Prochlorococcus phage P-SSM7,0,neg,NC_015290,YP_004324843.1,U_TM_T4-PS,U_TM_T4-PS,0,231.9,6,217,0,0,0
,,Prochlorococcus phage P-SSM7,0,neg,NC_015290,YP_004324843.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,673.4,5,916,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004325334.1,TM-HK97,TM-HK97,1,17.2,1,89,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004325417.1,TIGR01760,TIGR01760,3,15.1,1,121,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004325695.1,TM-HK97,TM-HK97,8,14.3,1,55,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004326457.1,U_TM_T4-CPX,U_TM_T4-CPX,0.003,24.2,111,215,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004326599.1,TIGR02675,TIGR02675,7.3,15.1,45,73,0,0,0
,,Streptococcus oralis Uo5,0,0,NC_015291,YP_004326599.1,TIGR02675,TIGR02675,7.3,15.1,224,285,0,1,1
,,Erwinia phage phiEa104,0,neg,NC_015292,YP_004327036.1,TIGR02675,TIGR02675,0,58,330,404,1,0,1
,,Erwinia phage phiEa104,0,neg,NC_015292,YP_004327036.1,TM-DMS3,TM-DMS3,0,54.1,232,491,0,0,0
,,Erwinia phage phiEa104,0,neg,NC_015292,YP_004327036.1,TM-DMS3,TM-DMS3,0,54.1,514,602,0,0,0
,,Pseudoalteromonas phage H105/1,Pseudoalteromonas sp. H105,neg,NC_015293,YP_004327136.1,TIGR02675,TIGR02675,0,57.3,132,206,0,0,0
,,Pseudomonas phage PAK_P1,Pseudomonas aeruginosa PAK,neg,NC_015294,YP_004327210.1,TIGR02675,TIGR02675,0.00000032,38.6,342,417,0,0,0
,,Pseudomonas phage PAK_P1,Pseudomonas aeruginosa PAK,neg,NC_015294,YP_004327210.1,TM-DMS3,TM-DMS3,0.00000000015,47.9,211,519,0,0,0
,,Erwinia phage phiEt88,0,neg,NC_015295,YP_004327321.1,TIGR02675,TIGR02675,0.00019,29.7,128,204,0,0,0
,,Salmonella phage ViI,Salmonella enterica subsp. enterica serovar Typhi,neg,NC_015296,YP_004327408.1,U_TM_ViI,U_TM_ViI,0,1021.5,1,646,0,0,0
,,Pseudonocardia dioxanivorans CB1190,0,0,NC_015312,YP_004330705.1,TIGR02675,TIGR02675,1.9,16.9,1,64,0,1,1
,,Pseudonocardia dioxanivorans CB1190,0,0,NC_015312,YP_004331670.1,TM_Fam12,TM_Fam12,6.7,14.6,102,112,1,0,1
,,Pseudonocardia dioxanivorans CB1190,0,0,NC_015312,YP_004331670.1,TM_Fam12,TM_Fam12,6.7,14.6,125,141,0,0,0
,,Pseudonocardia dioxanivorans CB1190,0,0,NC_015312,YP_004331670.1,TM_Fam12,TM_Fam12,6.7,14.6,143,151,0,0,0
,,Hippea maritima DSM 10411,0,0,NC_015318,YP_004339324.1,TM-HK97,TM-HK97,3,15.7,2,110,0,0,0
,,Hippea maritima DSM 10411,0,0,NC_015318,YP_004339541.1,TM_Fam1,TM_Fam1,1,17.2,23,170,0,0,0
,,Hippea maritima DSM 10411,0,0,NC_015318,YP_004340192.1,TM-Lam,TM-Lam,9.8,14.3,33,203,0,0,0
,,Hippea maritima DSM 10411,0,0,NC_015318,YP_004340192.1,TM-Lam,TM-Lam,9.8,14.3,232,342,0,0,0
,,Fluviicola taffensis DSM 16823,0,0,NC_015321,YP_004346197.1,TM-Lam,TM-Lam,8,14.5,145,274,0,0,0
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004352288.1,TIGR01760,TIGR01760,0.00023,28.6,47,160,0,1,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TM-Lam,TM-Lam,0,177.9,4,134,1,1,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TM-Lam,TM-Lam,0,177.9,152,352,1,1,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TM-Lam,TM-Lam,0,177.9,704,828,1,1,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TIGR01541,TIGR01541,0,169.6,617,968,1,1,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TM_Fam3,TM_Fam3,0,61.7,117,237,1,0,1
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,TM_Fam3,TM_Fam3,0,61.7,727,969,0,0,0
,,Pseudomonas brassicacearum subsp. brassicacearum NFM421,0,0,NC_015379,YP_004355178.1,U_TM_CT-IMP,U_TM_CT-IMP,4.40E-17,69.6,882,942,0,0,0
,,Treponema succinifaciens DSM 2489,swine,0,NC_015385,YP_004364556.1,TM-P2,TM-P2,6.2,14.9,87,166,0,0,0
,,Treponema succinifaciens DSM 2489,swine,0,NC_015385,YP_004364574.1,U_TM_T4-CPX,U_TM_T4-CPX,0.61,16.5,97,213,0,0,0
,,Treponema succinifaciens DSM 2489,swine,0,NC_015385,YP_004364854.1,U_TM_T4-CPX,U_TM_T4-CPX,0.61,16.5,97,213,0,0,0
,,Marinithermus hydrothermalis DSM 14884,0,0,NC_015387,YP_004368218.1,TIGR01760,TIGR01760,0.32,18.3,30,112,0,0,0
,,Desulfobacca acetoxidans DSM 11109,0,0,NC_015388,YP_004371284.1,TM-Lam,TM-Lam,7.5,14.6,6,142,0,0,0
,,Coriobacterium glomerans PW2,Pyrrhocoris apterus (red soldier bug),0,NC_015389,YP_004373564.1,TM_Fam3,TM_Fam3,8.9,14.5,1,100,0,1,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-P2,TM-P2,0.00000000067,47.5,144,226,1,1,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-P2,TM-P2,0.00000000067,47.5,183,365,1,1,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-P2,TM-P2,0.00000000067,47.5,365,453,1,1,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-Lam,TM-Lam,0.52,18.4,59,138,1,1,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-Lam,TM-Lam,0.52,18.4,133,246,1,0,1
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TM-Lam,TM-Lam,0.52,18.4,244,285,0,0,0
,,Carnobacterium sp. 17-4,0,0,NC_015391,YP_004374608.1,TIGR01760,TIGR01760,0.0000023,35.2,145,476,0,0,0
,,Chlamydophila pecorum E58,0,0,NC_015408,YP_004377539.1,TM_Fam16,TM_Fam16,8.2,14.5,28,59,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004378150.1,TIGR02675,TIGR02675,0.34,19.3,30,63,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004378150.1,TIGR02675,TIGR02675,0.34,19.3,89,136,0,1,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004379960.1,TM-P2,TM-P2,0,165.3,238,438,1,1,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004379960.1,TIGR01760,TIGR01760,0,302.7,198,548,1,0,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004379960.1,U_TM_TP-C,U_TM_TP-C,0.55,18.8,499,538,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004379960.1,U_TM_TP-C,U_TM_TP-C,0.55,18.8,688,753,0,1,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004380950.1,U_TM_TP-C,U_TM_TP-C,0.0029,25.7,1122,1134,1,1,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004380950.1,U_TM_TP-C,U_TM_TP-C,0.0029,25.7,1210,1222,1,1,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004380950.1,U_TM_TP-C,U_TM_TP-C,0.0029,25.7,1298,1310,1,0,1
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004380950.1,U_TM_TP-C,U_TM_TP-C,0.0029,25.7,1386,1398,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004380950.1,U_TM_TP-C,U_TM_TP-C,0.0029,25.7,1473,1484,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004381721.1,TIGR02675,TIGR02675,7.5,15,11,68,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004382309.1,U_TM2675motif,U_TM2675motif,10,14.8,10,41,0,0,0
,,Pseudomonas mendocina NK-01,0,0,NC_015410,YP_004382309.1,U_TM2675motif,U_TM2675motif,10,14.8,169,209,0,0,0
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004386666.1,U_TM_T4-CPX,U_TM_T4-CPX,4.1,13.8,55,152,0,1,1
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004387924.1,TIGR02675,TIGR02675,7.60E-21,82.3,157,231,1,0,1
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004387924.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0,60.2,1038,1080,0,0,0
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004387924.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0,60.2,1224,1263,0,1,1
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004389831.1,TM_Fam13,TM_Fam13,0.0000084,34.1,55,96,1,1,1
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004389831.1,TM_Fam13,TM_Fam13,0.0000084,34.1,95,121,1,0,1
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004389831.1,TM_Fam13,TM_Fam13,0.0000084,34.1,168,202,0,0,0
,,Alicycliphilus denitrificans K601,0,0,NC_015422,YP_004389831.1,TM_Fam13,TM_Fam13,0.0000084,34.1,197,245,0,1,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004392445.1,TIGR02675,TIGR02675,7.40E-18,72.7,277,351,1,0,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004392445.1,TIGR02675,TIGR02675,7.40E-18,72.7,525,594,0,0,0
,,Aeromonas veronii B565,0,0,NC_015424,YP_004392445.1,TIGR02675,TIGR02675,7.40E-18,72.7,683,749,0,1,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004393135.1,TM-P2,TM-P2,7.01E-45,161.8,237,437,1,1,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004393135.1,TIGR01760,TIGR01760,0,252,13,85,1,1,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004393135.1,TIGR01760,TIGR01760,0,252,61,177,1,0,1
,,Aeromonas veronii B565,0,0,NC_015424,YP_004393135.1,TIGR01760,TIGR01760,0,252,197,547,0,0,0
,,Aeromonas veronii B565,0,0,NC_015424,YP_004393135.1,U_TM_TP-C,U_TM_TP-C,0.00021,29.8,680,725,0,0,0
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395080.1,TM-P2,TM-P2,0.023,22.9,324,440,0,0,0
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395080.1,TM-P2,TM-P2,0.023,22.9,433,598,0,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM-P2,TM-P2,0,167.7,84,284,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TIGR01760,TIGR01760,0,226.1,45,402,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam1,TM_Fam1,0.00056,27.9,4,173,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam1,TM_Fam1,0.00056,27.9,194,324,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam1,TM_Fam1,0.00056,27.9,306,469,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam3,TM_Fam3,0.00088,27.6,53,212,1,1,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam3,TM_Fam3,0.00088,27.6,196,293,1,0,1
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,TM_Fam3,TM_Fam3,0.00088,27.6,573,817,0,0,0
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004395901.1,U_TM_CT-IMP,U_TM_CT-IMP,0,59.5,761,802,0,0,0
,,Clostridium botulinum BKT015925,0,0,NC_015425,YP_004396461.1,TM_Fam5,TM_Fam5,4,15.9,29,44,0,1,1
,,Lactobacillus buchneri NRRL B-30929,0,0,NC_015428,YP_004398719.1,TM-P2,TM-P2,3.40E-32,120.3,247,464,1,0,1
,,Lactobacillus buchneri NRRL B-30929,0,0,NC_015428,YP_004398719.1,TIGR01760,TIGR01760,1.70E-30,114.6,202,577,0,0,0
,,Lactobacillus buchneri NRRL B-30929,0,0,NC_015428,YP_004398719.1,TIGR01760,TIGR01760,1.70E-30,114.6,1243,1372,0,0,0
,,Lactobacillus buchneri NRRL B-30929,0,0,NC_015428,YP_004398829.1,TM-P2,TM-P2,1.90E-37,137.4,352,563,0,0,0
,,Lactobacillus buchneri NRRL B-30929,0,0,NC_015428,YP_004398829.1,TIGR01760,TIGR01760,6.20E-41,148.9,303,673,0,0,0
,,Streptococcus suis ST3,0,0,NC_015433,YP_004401515.1,U_TM_T4-CPX,U_TM_T4-CPX,0.25,17.8,17,107,0,0,0
,,Streptococcus suis ST3,0,0,NC_015433,YP_004401515.1,U_TM_T4-CPX,U_TM_T4-CPX,0.25,17.8,125,196,0,0,0
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004405484.1,TM_Fam13,TM_Fam13,0.33,19.4,134,171,0,0,0
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004405484.1,TM_Fam13,TM_Fam13,0.33,19.4,215,233,0,1,1
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004407055.1,TM_Fam9,TM_Fam9,8.5,14.8,729,741,1,0,1
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004407055.1,TM_Fam9,TM_Fam9,8.5,14.8,746,757,0,0,0
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004407055.1,TM_Fam9,TM_Fam9,8.5,14.8,865,884,0,0,0
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004407175.1,TIGR02675,TIGR02675,3,16.3,54,81,0,0,0
,,Verrucosispora maris AB-18-032,0,0,NC_015434,YP_004407175.1,TIGR02675,TIGR02675,3,16.3,128,147,0,0,0
,,Sphaerochaeta coccoides DSM 17374,Neotermes castaneus,0,NC_015436,YP_004411836.1,U_TM_CT-IMP,U_TM_CT-IMP,5.3,14.9,2,34,0,0,0
,,Sphaerochaeta coccoides DSM 17374,Neotermes castaneus,0,NC_015436,YP_004411963.1,TM-DMS3,TM-DMS3,8.7,12.3,145,247,0,1,1
,,Selenomonas sputigena ATCC 35185,Homo sapiens,0,NC_015437,YP_004412462.1,TM-P2,TM-P2,3.4,15.8,1,39,1,0,1
,,Selenomonas sputigena ATCC 35185,Homo sapiens,0,NC_015437,YP_004412462.1,TM-P2,TM-P2,3.4,15.8,56,106,0,0,0
,,Selenomonas sputigena ATCC 35185,Homo sapiens,0,NC_015437,YP_004412462.1,TM_Fam3,TM_Fam3,4.9,15.4,4,108,0,0,0
,,Selenomonas sputigena ATCC 35185,Homo sapiens,0,NC_015437,YP_004413740.1,TM_Fam1,TM_Fam1,0.13,20.2,1,161,0,0,0
,,Selenomonas sputigena ATCC 35185,Homo sapiens,0,NC_015437,YP_004414370.1,TM_Fam1,TM_Fam1,2,16.3,1,98,0,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,TM-Lam,TM-Lam,0.096,20.8,43,175,1,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,TIGR02675,TIGR02675,0.00000051,38,147,218,1,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,TM-SPP1,TM-SPP1,0.00000018,37.3,761,885,1,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,U_TM_TP-C,U_TM_TP-C,0.00069,28.1,247,284,1,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,U_TM_TP-C,U_TM_TP-C,0.00069,28.1,682,717,1,1,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,U_TM_TP-C,U_TM_TP-C,0.00069,28.1,730,789,1,0,1
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,U_TM_TP-C,U_TM_TP-C,0.00069,28.1,772,811,0,0,0
,,Propionibacterium phage PAS50,0,pos,NC_015453,YP_004414719.1,U_TM_TP-C,U_TM_TP-C,0.00069,28.1,825,860,0,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,TM-Lam,TM-Lam,0.061,21.5,28,175,1,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,TIGR02675,TIGR02675,0.00000051,38,147,218,1,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,TM-SPP1,TM-SPP1,0.000000045,39.3,423,873,1,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,U_TM_TP-C,U_TM_TP-C,0.00016,30.1,247,284,1,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,U_TM_TP-C,U_TM_TP-C,0.00016,30.1,682,717,1,1,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,U_TM_TP-C,U_TM_TP-C,0.00016,30.1,730,789,1,0,1
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,U_TM_TP-C,U_TM_TP-C,0.00016,30.1,772,814,0,0,0
,,Propionibacterium phage PAD20,0,pos,NC_015454,YP_004414765.1,U_TM_TP-C,U_TM_TP-C,0.00016,30.1,824,860,0,1,1
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,TM-Lam,TM-Lam,0,252.6,6,96,1,1,1
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,TM-Lam,TM-Lam,0,252.6,123,194,1,1,1
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,TM-Lam,TM-Lam,0,252.6,189,399,1,1,1
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,TIGR01541,TIGR01541,2.90E-36,133.5,303,351,1,0,1
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,TIGR01541,TIGR01541,2.90E-36,133.5,596,875,0,0,0
,,Shigella phage Shfl1,Shigella flexneri,neg,NC_015456,YP_004414861.1,U_TM-PNJ,U_TM-PNJ,3.90E-20,79.8,194,280,0,0,0
,,Shigella phage Shfl2,Shigella flexneri,neg,NC_015457,YP_004415085.1,TM-T4,TM-T4,2.10E-28,106.4,199,262,0,0,0
,,Shigella phage Shfl2,Shigella flexneri,neg,NC_015457,YP_004415085.1,TM-T4,TM-T4,2.10E-28,106.4,310,346,0,0,0
,,Pusillimonas sp. T7-7,0,0,NC_015458,YP_004416629.1,TM_Fam10,TM_Fam10,9.1,14.6,39,60,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419071.1,TIGR02675,TIGR02675,1.8,17,5,50,0,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TM-P2,TM-P2,0,175.7,6,80,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TM-P2,TM-P2,0,175.7,304,504,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TIGR01541,TIGR01541,0.0000039,34.5,136,287,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TIGR01541,TIGR01541,0.0000039,34.5,440,593,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TIGR01541,TIGR01541,0.0000039,34.5,796,887,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,TIGR01760,TIGR01760,0,291.9,260,615,1,0,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,U_TM_TP-C,U_TM_TP-C,0.56,18.8,560,595,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419156.1,U_TM_TP-C,U_TM_TP-C,0.56,18.8,720,765,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004419969.1,TM_Fam1,TM_Fam1,0.32,18.8,245,408,0,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,TM-P2,TM-P2,5.10E-35,129.5,6,93,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,TM-P2,TM-P2,5.10E-35,129.5,100,304,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,TIGR01760,TIGR01760,0,252.7,33,73,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,TIGR01760,TIGR01760,0,252.7,61,420,1,1,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,U_TM_TP-C,U_TM_TP-C,0.0000059,34.7,366,402,1,0,1
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,U_TM_TP-C,U_TM_TP-C,0.0000059,34.7,630,668,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004420544.1,U_TM_TP-C,U_TM_TP-C,0.0000059,34.7,680,720,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004421228.1,U_TM_T4-PS,U_TM_T4-PS,6.9,14.9,4,129,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004421403.1,TM-P2,TM-P2,1.30E-25,98.8,87,287,0,0,0
,,Gallibacterium anatis UMN179,Gallus gallus,0,NC_015460,YP_004421403.1,TIGR01760,TIGR01760,0,56.2,37,394,0,1,1
,,Synechococcus phage S-CBS2,Synechococcus sp. CB0204,neg,NC_015463,YP_004421475.1,TIGR02675,TIGR02675,0.0000041,35.1,272,349,1,0,1
,,Synechococcus phage S-CBS2,Synechococcus sp. CB0204,neg,NC_015463,YP_004421475.1,TIGR02675,TIGR02675,0.0000041,35.1,398,425,0,0,0
,,Synechococcus phage S-CBS2,Synechococcus sp. CB0204,neg,NC_015463,YP_004421475.1,TIGR02675,TIGR02675,0.0000041,35.1,505,553,0,0,0
,,Campylobacter phage NCTC12673,Campylobacter jejuni,neg,NC_015464,YP_004421579.1,U_TM_T4-CPX,U_TM_T4-CPX,0,2026.8,1,697,0,0,0
,,Campylobacter phage NCTC12673,Campylobacter jejuni,neg,NC_015464,YP_004421579.1,U_TM_T4-CPX,U_TM_T4-CPX,0,2026.8,692,887,0,1,1
,,Synechococcus phage S-CBS3,Synechococcus sp. CB0202,neg,NC_015465,YP_004421736.1,TIGR01760,TIGR01760,0.017,22.5,57,167,1,0,1
,,Synechococcus phage S-CBS3,Synechococcus sp. CB0202,neg,NC_015465,YP_004421736.1,TIGR01760,TIGR01760,0.017,22.5,176,289,0,0,0
,,Synechococcus phage S-CBS3,Synechococcus sp. CB0202,neg,NC_015465,YP_004421736.1,U_TM_CT-IMP,U_TM_CT-IMP,0.00037,28.2,471,501,0,1,1
,,Roseobacter phage RDJL Phi 1,Roseobacter denitrificans OCh114,neg,NC_015466,YP_004421848.1,TM-P2,TM-P2,4.40E-35,129.7,84,278,1,1,1
,,Roseobacter phage RDJL Phi 1,Roseobacter denitrificans OCh114,neg,NC_015466,YP_004421848.1,TM-P2,TM-P2,4.40E-35,129.7,455,573,1,1,1
,,Roseobacter phage RDJL Phi 1,Roseobacter denitrificans OCh114,neg,NC_015466,YP_004421848.1,TIGR01541,TIGR01541,0.00000089,36.6,861,969,1,1,1
