,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,31
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003844380.1,L_lac_phage_MSP,L_lac_phage_MSP,4.8,14.7,5,105,0,0,0,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003844531.1,TT_Fam1,TT_Fam1,0.0012,26.5,428,523,0,0,0,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003844976.1,TT_Fam22,TT_Fam22,0,212.9,1,152,0,0,0,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845397.1,TIGR01603,TIGR01603,2.50E-27,104.1,1,193,0,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,22,115,1,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,93,197,1,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,188,280,1,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,278,363,1,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,360,447,1,1,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,440,530,1,0,1,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845535.1,TT_Fam1,TT_Fam1,0,61,528,613,0,0,0,
,,Clostridium cellulovorans 743B,0,0,NC_014393,YP_003845605.1,TT_Fam1,TT_Fam1,0.061,20.9,339,477,0,1,1,
,,Thermoanaerobacterium thermosaccharolyticum DSM 571,0,0,NC_014410,YP_003851432.1,Phage_tail,Phage_tail,5.2,14.6,33,182,1,0,1,
,,Thermoanaerobacterium thermosaccharolyticum DSM 571,0,0,NC_014410,YP_003851432.1,TIGR01603,TIGR01603,5.90E-31,116,1,193,0,1,1,
,,Parvularcula bermudensis HTCC2503,0,0,NC_014414,YP_003854817.1,Phage_tail_2,Phage_tail_2,2.90E-29,110.3,3,132,1,0,1,
,,Parvularcula bermudensis HTCC2503,0,0,NC_014414,YP_003854817.1,TIGR02126,TIGR02126,0,53.3,1,128,0,1,1,
,,Mycobacterium phage Angelica,0,myc,NC_014458,YP_003856896.1,TT_Fam6,TT_Fam6,0.00000011,40.3,12,190,1,0,1,
,,Mycobacterium phage Angelica,0,myc,NC_014458,YP_003856896.1,TT_Fam8,TT_Fam8,5.8,14.8,24,162,0,1,1,
,,Mycobacterium phage CrimD,0,myc,NC_014459,YP_003856990.1,TT_Fam6,TT_Fam6,0.00000011,40.3,13,190,1,0,1,
,,Mycobacterium phage CrimD,0,myc,NC_014459,YP_003856990.1,TT_Fam8,TT_Fam8,5.8,14.8,24,162,0,1,1,
,,Staphylococcus phage SAP-26,Staphylococcus aureus,pos,NC_014460,YP_003857079.1,Phage_tail_2,Phage_tail_2,6.70E-22,86.5,4,141,1,0,1,
,,Staphylococcus phage SAP-26,Staphylococcus aureus,pos,NC_014460,YP_003857079.1,TIGR02126,TIGR02126,0,52.7,3,137,0,1,1,
,,Mycobacterium phage LeBron,0,myc,NC_014461,YP_003857144.1,TT_Fam6,TT_Fam6,1.30E-35,131.3,1,192,1,0,1,
,,Mycobacterium phage LeBron,0,myc,NC_014461,YP_003857144.1,TT_Fam8,TT_Fam8,0.0035,25.3,9,277,0,0,0,
,,Enterobacteria phage RB16,Escherichia coli,neg,NC_014467,YP_003858397.1,Phage_T4_gp19,Phage_T4_gp19,0.00000011,40.1,131,255,0,0,0,
,,Enterobacteria phage RB16,Escherichia coli,neg,NC_014467,YP_003858484.1,Phage_T4_gp19,Phage_T4_gp19,0.000000057,40.9,12,162,0,0,0,
,,Enterobacteria phage RB16,Escherichia coli,neg,NC_014467,YP_003858508.1,Phage_T4_gp19,Phage_T4_gp19,0,52.2,16,161,0,0,0,
,,Bacillus subtilis subsp. spizizenii str. W23,0,0,NC_014479,YP_003865653.1,DUF2001,DUF2001,0,189.8,1,141,0,0,0,
,,Bacillus subtilis subsp. spizizenii str. W23,0,0,NC_014479,YP_003866268.1,TIGR01603,TIGR01603,1.70E-35,130.7,4,190,0,1,1,
,,Paenibacillus polymyxa E681,0,0,NC_014483,YP_003868709.1,Tail_tube,Tail_tube,4.4,15.5,121,163,1,1,1,
,,Paenibacillus polymyxa E681,0,0,NC_014483,YP_003868709.1,Tail_tube,Tail_tube,4.4,15.5,693,762,1,0,1,
,,Paenibacillus polymyxa E681,0,0,NC_014483,YP_003868709.1,Tail_tube,Tail_tube,4.4,15.5,748,783,0,0,0,
,,Paenibacillus polymyxa E681,0,0,NC_014483,YP_003869479.1,DUF2001,DUF2001,1.40E-38,140.2,1,130,0,1,1,
,,Streptococcus pneumoniae AP200,Homo sapiens,0,NC_014494,YP_003875655.1,L_lac_phage_MSP,L_lac_phage_MSP,0.09,20.4,1,210,1,0,1,
,,Streptococcus pneumoniae AP200,Homo sapiens,0,NC_014494,YP_003875655.1,TIGR01603,TIGR01603,0.016,23.2,14,97,0,1,1,
,,Streptococcus pneumoniae 670-6B,0,0,NC_014498,YP_003878268.1,TT_Fam6,TT_Fam6,5.90E-23,90.1,16,193,1,0,1,
,,Streptococcus pneumoniae 670-6B,0,0,NC_014498,YP_003878268.1,TT_Fam8,TT_Fam8,0.000059,31.1,20,201,0,1,1,
,,Streptococcus pneumoniae 670-6B,0,0,NC_014498,YP_003880296.1,CF-HK97,CF-HK97,0.0042,25,10,134,1,1,1,
,,Streptococcus pneumoniae 670-6B,0,0,NC_014498,YP_003880296.1,TT_Fam2,TT_Fam2,0.0022,26.3,17,108,1,0,1,
,,Streptococcus pneumoniae 670-6B,0,0,NC_014498,YP_003880296.1,TT_Fam4,TT_Fam4,0.048,21.7,9,114,0,0,0,
,,Dickeya dadantii 3937,0,0,NC_014500,YP_003881649.1,DUF2597,DUF2597,0,198.7,8,141,0,0,0,
,,Dickeya dadantii 3937,0,0,NC_014500,YP_003883337.1,Phage_tube,Phage_tube,0,223.4,2,172,0,0,0,
,,Dickeya dadantii 3937,0,0,NC_014500,YP_003884520.1,Phage_T4_gp19,Phage_T4_gp19,1.00E-42,153.4,16,153,0,0,0,
,,Dickeya dadantii 3937,0,0,NC_014500,YP_003884521.1,Phage_T4_gp19,Phage_T4_gp19,2.50E-31,116.5,40,176,0,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,162,232,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,328,393,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,368,425,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,413,475,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,460,523,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,495,560,1,1,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,539,604,1,0,1,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003886362.1,TT_Fam2,TT_Fam2,0.0000098,33.9,711,780,0,0,0,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003887187.1,Phage_T4_gp19,Phage_T4_gp19,4.30E-35,128.7,23,155,0,0,0,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003889639.1,Phage_T4_gp19,Phage_T4_gp19,2.20E-26,100.5,8,151,0,0,0,
,,Cyanothece sp. PCC 7822,0,0,NC_014501,YP_003889640.1,Phage_T4_gp19,Phage_T4_gp19,1.20E-30,114.4,8,156,0,1,1,
,,Sulfurimonas autotrophica DSM 16294,0,0,NC_014506,YP_003892774.1,TT_Fam5,TT_Fam5,0.8,18.4,408,464,1,0,1,
,,Sulfurimonas autotrophica DSM 16294,0,0,NC_014506,YP_003892774.1,TT_Fam5,TT_Fam5,0.8,18.4,454,542,0,0,0,
,,Halomonas elongata DSM 2581,0,0,NC_014532,YP_003897151.1,TT_Fam5,TT_Fam5,0.00026,29.6,194,308,0,0,0,
,,Halomonas elongata DSM 2581,0,0,NC_014532,YP_003899247.1,TT_Fam14,TT_Fam14,0,381.5,4,315,0,0,0,
,,Thermoanaerobacter sp. X513,0,0,NC_014538,YP_003903062.1,TT_Fam3,TT_Fam3,8.2,14.4,73,218,0,1,1,
,,Enterobacteria phage T1,Escherichia coli,neg,NC_005833,YP_003904.1,CF-HK97,CF-HK97,0,234.9,51,215,1,0,1,
,,Enterobacteria phage T1,Escherichia coli,neg,NC_005833,YP_003904.1,TT_Fam4,TT_Fam4,0.0027,25.8,4,205,0,0,0,
,,Thermoanaerobacter sp. X513,0,0,NC_014538,YP_003904522.1,TIGR01603,TIGR01603,3.40E-27,103.7,1,193,0,1,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919185.1,Phage_tail_2,Phage_tail_2,1.10E-23,92.2,4,137,1,0,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919185.1,TIGR02126,TIGR02126,6.40E-28,105.8,3,134,0,1,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919449.1,Phage_tail,Phage_tail,0,58.8,1,184,1,0,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919449.1,TIGR01603,TIGR01603,5.70E-24,93.2,1,185,0,0,0,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919545.1,TT_Fam15,TT_Fam15,1.5,17,23,168,0,0,0,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003919947.1,DUF2001,DUF2001,0,189.7,1,141,0,1,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003921496.1,Phage_tail,Phage_tail,0.000047,31.1,1,29,1,1,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003921496.1,Phage_tail,Phage_tail,0.000047,31.1,22,184,1,0,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003921496.1,TIGR01603,TIGR01603,4.10E-41,149.1,1,182,0,1,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003921676.1,Phage_tail,Phage_tail,0.003,25.2,1,178,1,0,1,
,,Bacillus amyloliquefaciens DSM 7,0,0,NC_014551,YP_003921676.1,TIGR01603,TIGR01603,3.50E-36,133,1,180,0,0,0,
,,Mycoplasma fermentans JER,0,0,NC_014552,YP_003922577.1,TT_Fam10,TT_Fam10,6.4,15,24,114,0,0,0,
,,Lactobacillus plantarum subsp. plantarum ST-III,0,0,NC_014554,YP_003924985.1,Phage_tail,Phage_tail,0,234.2,1,208,0,1,1,
,,Lactobacillus plantarum subsp. plantarum ST-III,0,0,NC_014554,YP_003925314.1,CF-HK97,CF-HK97,1.10E-17,72.4,11,150,1,1,1,
,,Lactobacillus plantarum subsp. plantarum ST-III,0,0,NC_014554,YP_003925314.1,TT_Fam2,TT_Fam2,0.024,22.9,21,122,1,0,1,
,,Lactobacillus plantarum subsp. plantarum ST-III,0,0,NC_014554,YP_003925314.1,TT_Fam2,TT_Fam2,0.024,22.9,115,153,0,0,0,
,,Helicobacter pylori PeCan4,Homo sapiens,0,NC_014555,YP_003926424.1,TIGR02126,TIGR02126,6.1,15.2,69,116,0,1,1,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003930604.1,TT_Fam7,TT_Fam7,4.1,15.7,23,156,1,0,1,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003930604.1,TT_Fam1,TT_Fam1,0.052,21.1,107,212,0,0,0,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003931279.1,Phage_tube,Phage_tube,0,176.7,2,159,0,1,1,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003931335.1,DUF3277,DUF3277,0,252.8,1,146,1,1,1,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003931335.1,TT_Fam13,TT_Fam13,0.22,19.3,18,105,1,0,1,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003931335.1,TT_Fam10,TT_Fam10,0.0000059,34.6,26,142,0,0,0,
,,Pantoea vagans C9-1,0,0,NC_014562,YP_003932288.1,Phage_tube,Phage_tube,0,221.6,2,171,0,0,0,
,,Shigella phage SP18,Shigella sonnei,neg,NC_014595,YP_003934783.1,Phage_T4_gp19,Phage_T4_gp19,0,53.7,9,163,0,0,0,
,,Shigella phage SP18,Shigella sonnei,neg,NC_014595,YP_003934805.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000053,47.5,17,163,0,0,0,
,,Shigella phage SP18,Shigella sonnei,neg,NC_014595,YP_003934832.1,Phage_T4_gp19,Phage_T4_gp19,0.00000013,39.8,133,250,0,0,0,
,,[Clostridium] sticklandii,0,0,NC_014614,YP_003937449.1,TT_Fam21,TT_Fam21,7.1,14.5,138,226,0,1,1,
,,Bifidobacterium bifidum S17,0,0,NC_014616,YP_003937881.1,TT_Fam6,TT_Fam6,0.0000009,37.3,2,178,1,0,1,
,,Bifidobacterium bifidum S17,0,0,NC_014616,YP_003937881.1,TT_Fam8,TT_Fam8,0.00011,30.2,19,189,0,0,0,
,,Enterobacter cloacae SCF1,0,0,NC_014618,YP_003940674.1,Phage_tube,Phage_tube,0,226.1,2,172,0,1,1,
,,Enterobacter cloacae SCF1,0,0,NC_014618,YP_003941412.1,Phage_tail_2,Phage_tail_2,0.046,22.2,38,150,1,1,1,
,,Enterobacter cloacae SCF1,0,0,NC_014618,YP_003941412.1,CF-HK97,CF-HK97,0.064,21.1,8,154,1,0,1,
,,Enterobacter cloacae SCF1,0,0,NC_014618,YP_003941412.1,TT_Fam1,TT_Fam1,0,392.9,1,245,0,1,1,
,,Paenibacillus polymyxa SC2,0,0,NC_014622,YP_003944569.1,Tail_tube,Tail_tube,1.6,16.9,121,163,1,1,1,
,,Paenibacillus polymyxa SC2,0,0,NC_014622,YP_003944569.1,Tail_tube,Tail_tube,1.6,16.9,693,751,1,0,1,
,,Paenibacillus polymyxa SC2,0,0,NC_014622,YP_003944569.1,Tail_tube,Tail_tube,1.6,16.9,748,785,0,0,0,
,,Paenibacillus polymyxa SC2,0,0,NC_014622,YP_003945384.1,DUF2001,DUF2001,5.80E-40,144.8,1,130,0,0,0,
,,Paenibacillus polymyxa SC2,0,0,NC_014622,YP_003947662.1,DUF2001,DUF2001,0.000012,33.5,6,140,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003950528.1,Phage_tail_2,Phage_tail_2,0.0013,27.2,11,139,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003951056.1,Phage_T4_gp19,Phage_T4_gp19,8.90E-20,79.1,2,126,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003951176.1,Phage_T4_gp19,Phage_T4_gp19,1.30E-40,146.6,15,148,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003951177.1,Phage_T4_gp19,Phage_T4_gp19,1.80E-37,136.4,9,148,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003952142.1,Phage_T4_gp19,Phage_T4_gp19,1.40E-30,114.1,12,150,0,0,0,
,,Stigmatella aurantiaca DW4/3-1,0,0,NC_014623,YP_003952247.1,Phage_T4_gp19,Phage_T4_gp19,3.10E-30,113,12,150,0,1,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958080.1,TT_Fam1,TT_Fam1,0.0000000007,46.9,369,464,1,1,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958080.1,TT_Fam1,TT_Fam1,0.0000000007,46.9,461,548,1,1,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958080.1,TT_Fam1,TT_Fam1,0.0000000007,46.9,839,954,1,0,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958080.1,TT_Fam1,TT_Fam1,0.0000000007,46.9,952,1047,0,0,0,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958381.1,TT_Fam1,TT_Fam1,0.039,21.5,145,262,0,0,0,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003958651.1,TT_Fam1,TT_Fam1,0.00027,28.6,858,1013,0,1,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003959253.1,Phage_tail,Phage_tail,0.0000098,33.3,37,194,1,0,1,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003959253.1,TIGR01603,TIGR01603,1.80E-31,117.6,9,193,0,0,0,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003961040.1,TIGR01603,TIGR01603,1.30E-26,101.8,8,207,0,0,0,
,,Eubacterium limosum KIST612,0,0,NC_014624,YP_003961134.1,TT_Fam22,TT_Fam22,0,239.4,1,157,0,1,1,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003963602.1,Phage_tail_2,Phage_tail_2,1.50E-38,140.3,3,134,1,0,1,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003963602.1,TIGR02126,TIGR02126,9.00E-25,95.6,1,130,0,1,1,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003963676.1,Phage_tail_2,Phage_tail_2,8.1,15,20,136,1,1,1,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003963676.1,TT_Fam2,TT_Fam2,0.036,22.3,18,83,1,0,1,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003963676.1,TT_Fam2,TT_Fam2,0.036,22.3,75,138,0,0,0,
,,Ketogulonicigenium vulgare Y25,0,0,NC_014625,YP_003964417.1,Phage_tail_2,Phage_tail_2,0.000000087,40.8,10,146,0,0,0,
,,Ilyobacter polytropus DSM 2926,0,0,NC_014632,YP_003967161.1,Phage_tube,Phage_tube,9.00E-16,66.3,4,170,0,0,0,
,,Aeromonas phage phiAS4,Aeromonas salmonicida,neg,NC_014635,YP_003969098.1,Phage_T4_gp19,Phage_T4_gp19,0.000000066,40.7,30,159,0,0,0,
,,Aeromonas phage phiAS4,Aeromonas salmonicida,neg,NC_014635,YP_003969130.1,Phage_T4_gp19,Phage_T4_gp19,0.00000017,39.4,17,162,0,0,0,
,,Aeromonas phage phiAS4,Aeromonas salmonicida,neg,NC_014635,YP_003969160.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000016,49.2,8,162,0,0,0,
,,Aeromonas phage phiAS5,Aeromonas salmonicida,neg,NC_014636,YP_003969302.1,Phage_T4_gp19,Phage_T4_gp19,0,56.9,17,162,0,0,0,
,,Aeromonas phage phiAS5,Aeromonas salmonicida,neg,NC_014636,YP_003969612.1,Phage_T4_gp19,Phage_T4_gp19,0,50,9,161,0,0,0,
,,Aeromonas phage phiAS5,Aeromonas salmonicida,neg,NC_014636,YP_003969616.1,Phage_T4_gp19,Phage_T4_gp19,0.000073,30.9,166,292,0,0,0,
,,Bacillus atrophaeus 1942,0,0,NC_014639,YP_003972683.1,DUF2001,DUF2001,0,189.8,1,141,0,1,1,
,,Bacillus atrophaeus 1942,0,0,NC_014639,YP_003973828.1,Phage_tail_2,Phage_tail_2,1.20E-23,92.1,7,140,1,0,1,
,,Bacillus atrophaeus 1942,0,0,NC_014639,YP_003973828.1,TIGR02126,TIGR02126,0,51.6,5,136,0,1,1,
,,Achromobacter xylosoxidans A8,0,0,NC_014640,YP_003978119.1,DUF3277,DUF3277,0.0000000047,44.4,3,141,1,0,1,
,,Achromobacter xylosoxidans A8,0,0,NC_014640,YP_003978119.1,TT_Fam10,TT_Fam10,0.0000000042,44.8,1,132,0,0,0,
,,Achromobacter xylosoxidans A8,0,0,NC_014640,YP_003980054.1,CF-HK97,CF-HK97,1.80E-41,149.8,50,216,0,0,0,
,,Achromobacter xylosoxidans A8,0,0,NC_014640,YP_003980667.1,TT_Fam13,TT_Fam13,2.00E-31,116.8,1,143,0,0,0,
,,Geobacillus sp. Y4.1MC1,0,0,NC_014650,YP_003988069.1,DUF2001,DUF2001,5.30E-41,148.1,1,141,0,1,1,
,,Caldicellulosiruptor hydrothermalis 108,0,0,NC_014652,YP_003991879.1,DUF2001,DUF2001,2.2,16.5,2,41,1,0,1,
,,Caldicellulosiruptor hydrothermalis 108,0,0,NC_014652,YP_003991879.1,DUF2001,DUF2001,2.2,16.5,48,133,0,0,0,
,,Acinetobacter phage Ac42,0,neg,NC_014660,YP_004009540.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000042,47.8,17,163,0,0,0,
,,Acinetobacter phage Ac42,0,neg,NC_014660,YP_004009561.1,Phage_T4_gp19,Phage_T4_gp19,0.0000092,33.8,132,253,0,0,0,
,,Acinetobacter phage Acj61,Acinetobacter johnsonii,neg,NC_014661,YP_004009771.1,Phage_T4_gp19,Phage_T4_gp19,0.000000049,41.1,9,163,0,0,0,
,,Acinetobacter phage Acj61,Acinetobacter johnsonii,neg,NC_014661,YP_004009795.1,Phage_T4_gp19,Phage_T4_gp19,0.00000041,38.2,17,163,0,0,0,
,,Acinetobacter phage Acj61,Acinetobacter johnsonii,neg,NC_014661,YP_004009816.1,Phage_T4_gp19,Phage_T4_gp19,0.000025,32.4,123,254,0,0,0,
,,Enterobacteria phage CC31,Escherichia coli,neg,NC_014662,YP_004009865.1,TT_Fam4,TT_Fam4,8.4,14.4,100,182,0,0,0,
,,Enterobacteria phage CC31,Escherichia coli,neg,NC_014662,YP_004010008.1,Phage_T4_gp19,Phage_T4_gp19,0,52.9,11,165,0,0,0,
,,Enterobacteria phage CC31,Escherichia coli,neg,NC_014662,YP_004010029.1,Phage_T4_gp19,Phage_T4_gp19,0.0000000027,45.2,17,163,0,0,0,
,,Enterobacteria phage CC31,Escherichia coli,neg,NC_014662,YP_004010055.1,Phage_T4_gp19,Phage_T4_gp19,0.0000025,35.6,136,250,0,0,0,
,,Acinetobacter phage Acj9,Acinetobacter johnsonii,neg,NC_014663,YP_004010293.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000013,49.5,8,162,0,0,0,
,,Acinetobacter phage Acj9,Acinetobacter johnsonii,neg,NC_014663,YP_004010316.1,Phage_T4_gp19,Phage_T4_gp19,0.000000003,45.1,17,162,0,0,0,
,,Acinetobacter phage Acj9,Acinetobacter johnsonii,neg,NC_014663,YP_004010340.1,Phage_T4_gp19,Phage_T4_gp19,0.00000033,38.4,121,256,0,0,0,
,,Rhodomicrobium vannielii ATCC 17100,0,0,NC_014664,YP_004012675.1,Phage_tail_2,Phage_tail_2,0.18,20.3,19,141,0,1,1,
,,Frankia sp. EuI1c,0,0,NC_014666,YP_004019411.1,DUF3277,DUF3277,4.2,15.3,103,143,1,0,1,
,,Frankia sp. EuI1c,0,0,NC_014666,YP_004019411.1,DUF3277,DUF3277,4.2,15.3,303,363,0,0,0,
,,Frankia sp. EuI1c,0,0,NC_014666,YP_004020883.1,Phage_T4_gp19,Phage_T4_gp19,4.20E-39,141.7,9,141,0,0,0,
,,Frankia sp. EuI1c,0,0,NC_014666,YP_004020886.1,Phage_T4_gp19,Phage_T4_gp19,1.30E-36,133.7,26,157,0,0,0,
,,Caldicellulosiruptor kristjanssonii 177R1B,0,0,NC_014721,YP_004026697.1,TT_Fam2,TT_Fam2,3.4,15.9,22,91,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004027696.1,Phage_T4_gp19,Phage_T4_gp19,2.00E-19,78,24,174,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004027700.1,Phage_T4_gp19,Phage_T4_gp19,4.50E-32,119,15,145,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004027856.1,Phage_tube,Phage_tube,0,215.1,2,169,0,1,1,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004028605.1,TT_Fam12,TT_Fam12,0,197.6,1,148,1,1,1,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004028605.1,TT_Fam13,TT_Fam13,1.10E-24,94.9,1,147,1,0,1,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004028605.1,TT_Fam13,TT_Fam13,0.01,23.5,16,148,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004029435.1,Phage_T4_gp19,Phage_T4_gp19,2.00E-25,97.4,13,187,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004029438.1,Phage_T4_gp19,Phage_T4_gp19,3.00E-33,122.8,15,145,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004030168.1,Phage_T4_gp19,Phage_T4_gp19,4.30E-24,93.1,13,150,0,0,0,
,,Burkholderia rhizoxinica HKI 454,0,0,NC_014722,YP_004030173.1,Phage_T4_gp19,Phage_T4_gp19,1.20E-32,120.8,15,145,0,1,1,
,,Lactobacillus amylovorus GRL 1112,0,0,NC_014724,YP_004031915.1,DUF3277,DUF3277,0.00015,29.8,12,142,1,1,1,
,,Lactobacillus amylovorus GRL 1112,0,0,NC_014724,YP_004031915.1,TT_Fam13,TT_Fam13,0.0014,26.3,11,109,1,0,1,
,,Lactobacillus amylovorus GRL 1112,0,0,NC_014724,YP_004031915.1,TT_Fam10,TT_Fam10,2.40E-25,97.4,1,142,0,1,1,
,,Lactobacillus amylovorus GRL 1112,0,0,NC_014724,YP_004032242.1,TT_Fam7,TT_Fam7,1.80E-31,117.5,18,170,1,0,1,
,,Lactobacillus amylovorus GRL 1112,0,0,NC_014724,YP_004032242.1,TT_Fam7,TT_Fam7,1.80E-31,117.5,182,234,0,1,1,
,,Lactobacillus delbrueckii subsp. bulgaricus ND02,0,0,NC_014727,YP_004034205.1,Phage_tail,Phage_tail,0,179.4,1,202,1,0,1,
,,Lactobacillus delbrueckii subsp. bulgaricus ND02,0,0,NC_014727,YP_004034205.1,TIGR01603,TIGR01603,0.00000018,39.3,1,198,0,0,0,
,,Neisseria lactamica 020-06,0,0,NC_014752,YP_004047953.1,Phage_tube,Phage_tube,4.40E-41,148.6,3,171,0,0,0,
,,Calditerrivibrio nitroreducens DSM 19672,0,0,NC_014758,YP_004051688.1,TIGR02126,TIGR02126,5.2,15.5,410,484,0,0,0,
,,Marivirga tractuosa DSM 4126,0,0,NC_014759,YP_004055518.1,TT_Fam5,TT_Fam5,7.5,15.2,175,304,0,0,0,
,,Enterobacteria phage vB_EcoM-VR7,Escherichia coli,neg,NC_014792,YP_004063841.1,Phage_T4_gp19,Phage_T4_gp19,0,53.7,9,163,0,0,0,
,,Enterobacteria phage vB_EcoM-VR7,Escherichia coli,neg,NC_014792,YP_004063864.1,Phage_T4_gp19,Phage_T4_gp19,0.00000000026,48.5,17,163,0,0,0,
,,Enterobacteria phage vB_EcoM-VR7,Escherichia coli,neg,NC_014792,YP_004063892.1,Phage_T4_gp19,Phage_T4_gp19,0.00000013,39.8,133,250,0,0,0,
,,Campylobacter jejuni subsp. jejuni ICDCCJ07001,0,0,NC_014802,YP_004066258.1,Phage_tube,Phage_tube,1.50E-19,78.6,4,169,0,1,1,
