Species,Host,GC,Gstain,Prot RefSeq,Hmm ID,Name,E value,Score,Start,Stop,Duplicate,DD,
Mycobacterium africanum GM041182,0,0,NC_015758,YP_004722988.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Salmonella bongori NCTC 12419,0,0,NC_015761,YP_004729647.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-20,79.9,1,39,0,0,0
Salmonella bongori NCTC 12419,0,0,NC_015761,YP_004731622.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-21,83.1,1,39,0,0,0
Mycobacterium canettii CIPT 140010059,0,0,NC_015848,YP_004744745.1,TH_Fam5,TH_Fam5,7.7,15.3,508,638,0,0,0
Collimonas fungivorans Ter331,0,0,NC_015856,YP_004751671.1,Phage_P2_GpE,Phage_P2_GpE,8.80E-19,75,1,38,0,0,0
Collimonas fungivorans Ter331,0,0,NC_015856,YP_004752689.1,TH_Fam1,TH_Fam1,1.40E-16,68.2,282,320,0,0,0
Megasphaera elsdenii DSM 20460,0,0,NC_015873,YP_004766274.1,Phage_Gp15,Phage_Gp15,6.3,14.8,398,499,0,0,0
Lactococcus garvieae ATCC 49156,0,0,NC_015930,YP_004779278.1,TH_Fam11,TH_Fam11,1.30E-17,71.9,28,122,0,0,0
Stenotrophomonas maltophilia JV3,0,0,NC_015947,YP_004790794.1,DUF1799,DUF1799,2.60E-25,96.4,1,82,0,0,0
Stenotrophomonas maltophilia JV3,0,0,NC_015947,YP_004792015.1,U_RealTestIII,U_RealTestIII,2.10E-08,42,64,247,0,0,0
Streptomyces sp. SirexAA-E,0,0,NC_015953,YP_004800992.1,TH_Fam4,TH_Fam4,2.9,15.8,239,286,0,1,1
Streptomyces sp. SirexAA-E,0,0,NC_015953,YP_004802218.1,Phage_P2_GpE,Phage_P2_GpE,4,15.3,12,50,1,0,1
Streptomyces sp. SirexAA-E,0,0,NC_015953,YP_004802218.1,TH_Fam1,TH_Fam1,4.40E-16,66.6,6,44,0,0,0
Streptomyces violaceusniger Tu 4113,0,0,NC_015957,YP_004815324.1,TH_Fam1,TH_Fam1,2.90E-13,57.6,252,290,0,0,0
Streptomyces violaceusniger Tu 4113,0,0,NC_015957,YP_004815626.1,TH_Fam4,TH_Fam4,1.3,16.9,238,285,0,0,0
Haemophilus parainfluenzae T3T1,0,0,NC_015964,YP_004822125.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-18,73.5,10,48,0,0,0
Enterobacter asburiae LF7a,0,0,NC_015968,YP_004827638.1,DUF4035,DUF4035,3.9,15.3,303,343,0,0,0
Pseudomonas protegens Pf-5,0,0,NC_004129,YP_004842352.1,DUF1799,DUF1799,6.50E-26,98.3,1,76,0,0,0
Flavobacterium branchiophilum FL-15,0,0,NC_016001,YP_004842471.1,TH_Fam2,TH_Fam2,0.23,19.5,46,114,0,0,0
Pseudogulbenkiania sp. NH8B,0,0,NC_016002,YP_004846232.1,DUF1799,DUF1799,4.00E-14,60.5,1,70,0,1,1
Pseudogulbenkiania sp. NH8B,0,0,NC_016002,YP_004847000.1,TH_Fam1,TH_Fam1,1.60E-14,61.6,199,236,1,0,1
Pseudogulbenkiania sp. NH8B,0,0,NC_016002,YP_004847000.1,U_TH_T4,U_TH_T4,0.27,19.1,199,235,0,0,0
Micavibrio aeruginosavorus ARL-13,0,0,NC_016026,YP_004866146.1,U_RealTestIII,U_RealTestIII,0.0014,26.1,31,465,0,1,1
Glaciecola nitratireducens FR1064,0,0,NC_016041,YP_004872075.1,TH_Fam1,TH_Fam1,2.3,16.3,93,109,1,1,1
Glaciecola nitratireducens FR1064,0,0,NC_016041,YP_004872075.1,TH_Fam1,TH_Fam1,2.3,16.3,149,165,1,0,1
Glaciecola nitratireducens FR1064,0,0,NC_016041,YP_004872075.1,TH_Fam1,TH_Fam1,2.3,16.3,205,221,0,0,0
Taylorella asinigenitalis MCE3,donkey,0,NC_016043,YP_004874238.1,U_RealTestIII,U_RealTestIII,3.30E-26,100.7,1,418,0,1,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881487.1,TH_Fam1,TH_Fam1,0.0013,26.7,23,41,1,1,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881487.1,TH_Fam1,TH_Fam1,0.0013,26.7,83,101,1,1,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881487.1,TH_Fam1,TH_Fam1,0.0013,26.7,164,182,1,1,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881487.1,TH_Fam1,TH_Fam1,0.0013,26.7,245,263,1,0,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881487.1,TH_Fam1,TH_Fam1,0.0013,26.7,351,369,0,0,0
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004881521.1,Phage_Gp15,Phage_Gp15,0.00088,27.4,6,175,0,1,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004882334.1,TH_Fam1,TH_Fam1,3.00E-14,60.7,41,79,1,0,1
Oscillibacter valericigenes Sjm18-20,0,0,NC_016048,YP_004882334.1,U_TH_T4,U_TH_T4,0.025,22.4,40,89,0,0,0
Tetragenococcus halophilus NBRC 12172,0,0,NC_016052,YP_004886350.1,U_RealTestIII,U_RealTestIII,5.60E-35,129.6,5,475,0,0,0
Streptomyces cattleya NRRL 8057 = DSM 46488,0,0,NC_016111,YP_004910111.1,U_RealTestIII,U_RealTestIII,2.70E-16,68.1,46,308,0,1,1
Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004922737.1,TH_Fam1,TH_Fam1,9.90E-15,62.3,6,44,1,0,1
Streptomyces flavogriseus ATCC 33331,0,0,NC_016114,YP_004922737.1,U_TH_T4,U_TH_T4,0.17,19.7,9,51,0,0,0
Escherichia phage HK75,Escherichia coli K-12,neg,NC_016160,YP_004934119.1,DUF4035,DUF4035,2.40E-21,83.2,27,79,0,0,0
Synechococcus phage S-CBS1,Synechococcus sp. CB0201,neg,NC_016164,YP_004934614.1,DUF1799,DUF1799,7.40E-16,66.1,3,82,0,0,0
Rhodobacter phage RcapMu,Rhodobacter capsulatus SB1003,neg,NC_016165,YP_004934693.1,DUF1799,DUF1799,2.70E-11,51.5,10,92,0,0,0
Eubacterium limosum KIST612,0,0,NC_014624,YP_004940346.1,TH-BGamma,TH-BGamma,3.5,16.2,1,48,0,0,0
Enterobacter cloacae EcWSU1,0,0,NC_016514,YP_004952108.1,Phage_P2_GpE,Phage_P2_GpE,6.20E-19,75.5,1,39,0,0,0
Enterobacter cloacae EcWSU1,0,0,NC_016514,YP_004953712.1,Phage_P2_GpE,Phage_P2_GpE,1.80E-19,77.2,1,39,0,0,0
Campylobacter phage CPX,Campylobacter jejuni,neg,NC_016562,YP_004956988.1,U_TH_T4,U_TH_T4,4.70E-08,40.8,109,157,0,1,1
Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004958481.1,TH_Fam5,TH_Fam5,0.0019,26.9,8,34,1,0,1
Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004958481.1,TH_Fam5,TH_Fam5,0.0019,26.9,24,123,0,0,0
Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004960283.1,TH_Fam4,TH_Fam4,1.7,16.5,248,294,0,1,1
Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004967239.1,TH_Fam1,TH_Fam1,2.20E-14,61.1,6,44,1,0,1
Streptomyces bingchenggensis BCW-1,0,0,NC_016582,YP_004967239.1,U_TH_T4,U_TH_T4,8.6,14.3,6,47,0,0,0
Niastella koreensis GR20-10,0,0,NC_016609,YP_005006777.1,TH_Fam11,TH_Fam11,0.69,18.2,26,100,0,0,0
Tannerella forsythia ATCC 43037,Homo sapiens,0,NC_016610,YP_005015824.1,TH_Fam11,TH_Fam11,8.1,14.8,86,166,0,0,0
Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005018765.1,DUF4035,DUF4035,4.5,15.1,303,343,0,1,1
Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019069.1,Phage_tail_T,Phage_tail_T,2.70E-20,81.1,1,91,1,0,1
Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019069.1,TIGR01715,TIGR01715,4.00E-20,80.3,1,91,0,1,1
Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019583.1,TH_Fam1,TH_Fam1,1,17.4,26,47,1,0,1
Klebsiella oxytoca KCTC 1686,0,0,NC_016612,YP_005019583.1,TH_Fam1,TH_Fam1,1,17.4,406,423,0,0,0
Dechlorosoma suillum PS,0,0,NC_016616,YP_005026454.1,U_RealTestIII,U_RealTestIII,1.10E-20,82.5,38,305,0,1,1
Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005052743.1,TH_Fam1,TH_Fam1,7,14.7,58,76,1,0,1
Desulfovibrio africanus str. Walvis Bay,0,0,NC_016629,YP_005052743.1,TH_Fam1,TH_Fam1,7,14.7,237,253,0,1,1
Paenibacillus terrae HPL-003,0,0,NC_016641,YP_005074425.1,Phage_Gp15,Phage_Gp15,3.4,15.7,2,61,1,0,1
Paenibacillus terrae HPL-003,0,0,NC_016641,YP_005074425.1,Phage_Gp15,Phage_Gp15,3.4,15.7,167,282,0,0,0
Rhodococcus phage RGL3,Rhodococcus globerulus,pos,NC_016650,YP_005086971.1,TH_Fam5,TH_Fam5,0.0000081,34.6,151,258,0,0,0
Rhodococcus phage RER2,Rhodococcus erythropolis,pos,NC_016653,YP_005087138.1,TH_Fam5,TH_Fam5,0.00000038,38.9,150,258,0,0,0
Mycobacterium tuberculosis KZN 4207,Homo sapiens,0,NC_016768,YP_005101185.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,1,1
Bacteroides phage B124-14,Bacteroides fragilis,neg,NC_016770,YP_005102508.1,U_RealTestIII,U_RealTestIII,0,192.5,6,116,1,1,1
Bacteroides phage B124-14,Bacteroides fragilis,neg,NC_016770,YP_005102508.1,U_RealTestIII,U_RealTestIII,0,192.5,380,571,1,0,1
Bacteroides phage B124-14,Bacteroides fragilis,neg,NC_016770,YP_005102508.1,U_RealTestIII,U_RealTestIII,0,192.5,595,831,0,0,0
Bacillus cereus NC7401,0,0,NC_016771,YP_005105009.1,TH-BGamma,TH-BGamma,7.7,15.1,49,108,0,0,0
Bacillus cereus NC7401,0,0,NC_016771,YP_005107689.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,7,14.7,36,91,0,0,0
Bacillus cereus F837/76,0,0,NC_016779,YP_005121849.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,6.9,14.7,36,91,0,0,0
Bacillus amyloliquefaciens subsp. plantarum CAU B946,0,0,NC_016784,YP_005130551.1,TH-BGamma,TH-BGamma,5.8,15.5,3,30,0,0,0
Clostridium sp. BNL1100,0,0,NC_016791,YP_005147327.1,TH_Fam1,TH_Fam1,7.10E-14,59.5,7,45,0,0,0
Clostridium sp. BNL1100,0,0,NC_016791,YP_005148414.1,U_RealTestIII,U_RealTestIII,6.40E-27,103.1,17,471,0,0,0
Mycobacterium bovis BCG str. Mexico,0,0,NC_016804,YP_005170773.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,1,1
Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005173471.1,U_TH_T4,U_TH_T4,1.7,16.6,15,50,1,1,1
Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005173471.1,U_TH_T4,U_TH_T4,1.7,16.6,68,91,1,1,1
Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005173471.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,2.2,16.4,12,49,1,0,1
Leuconostoc mesenteroides subsp. mesenteroides J18,0,0,NC_016805,YP_005173471.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,2.2,16.4,66,90,0,0,0
Haemophilus influenzae 10810,0,0,NC_016809,YP_005178377.1,DUF4035,DUF4035,5.50E-23,88.5,10,66,0,0,0
Haemophilus influenzae 10810,0,0,NC_016809,YP_005179627.1,TH_Fam6,TH_Fam6,8.8,15,9,95,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005180894.1,Phage_tail_T,Phage_tail_T,3.20E-25,96.9,1,87,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005180894.1,TIGR01715,TIGR01715,1.80E-34,126.5,1,87,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005182455.1,Phage_tail_T,Phage_tail_T,0,179.5,3,104,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005182455.1,TIGR01715,TIGR01715,0,163.6,1,102,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,0,NC_016810,YP_005182565.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-20,79.9,1,39,0,0,0
Pantoea ananatis LMG 5342,0,0,NC_016816,YP_005194088.1,Phage_P2_GpE,Phage_P2_GpE,4.70E-18,72.7,1,40,0,0,0
Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005199571.1,Phage_P2_GpE,Phage_P2_GpE,4.90E-18,72.6,13,51,0,0,0
Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005200954.1,TH_Fam4,TH_Fam4,8,14.4,18,77,0,0,0
Rahnella aquatilis CIP 78.65 = ATCC 33071,0,0,NC_016818,YP_005201253.1,Phage_P2_GpE,Phage_P2_GpE,7.60E-17,68.8,1,38,0,0,0
Pseudomonas fluorescens F113,0,0,NC_016830,YP_005207382.1,TIGR01715,TIGR01715,0.41,19.1,1,77,0,0,0
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005218311.1,Phage_P2_GpE,Phage_P2_GpE,1.70E-20,80.5,1,39,0,0,0
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005219097.1,Phage_P2_GpE,Phage_P2_GpE,1.70E-20,80.5,1,39,0,0,0
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12,Homo sapiens,0,NC_016832,YP_005219970.1,Phage_P2_GpE,Phage_P2_GpE,4.50E-20,79.2,1,39,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005236770.1,Phage_tail_T,Phage_tail_T,1.70E-35,129.9,10,109,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005236770.1,TIGR01715,TIGR01715,0,171.7,4,109,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005237050.2,Phage_tail_T,Phage_tail_T,0,179.5,2,103,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005237050.2,TIGR01715,TIGR01715,1.40E-45,162.8,1,101,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005238705.1,Phage_tail_T,Phage_tail_T,0,179.1,10,111,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005238705.1,TIGR01715,TIGR01715,0,172.2,4,109,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,0,0,NC_016856,YP_005240499.1,Phage_P2_GpE,Phage_P2_GpE,0.0012,26.6,1,39,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005241936.1,Phage_tail_T,Phage_tail_T,2.20E-35,129.5,19,118,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005241936.1,TIGR01715,TIGR01715,0,171.3,13,118,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005243559.1,Phage_tail_T,Phage_tail_T,0,179.1,10,111,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005243559.1,TIGR01715,TIGR01715,0,172.2,4,109,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005243670.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-20,79.9,1,39,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,0,0,NC_016857,YP_005245178.1,Phage_P2_GpE,Phage_P2_GpE,0.0012,26.6,1,39,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005246757.1,Phage_tail_T,Phage_tail_T,3.20E-25,96.9,1,87,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005246757.1,TIGR01715,TIGR01715,1.80E-34,126.5,1,87,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248315.1,Phage_tail_T,Phage_tail_T,0,179.5,2,103,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248315.1,TIGR01715,TIGR01715,1.40E-45,162.8,1,101,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248393.1,TH_Fam4,TH_Fam4,5.70E-08,40.5,1,32,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005248446.1,Phage_P2_GpE,Phage_P2_GpE,8.30E-20,78.3,1,39,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str.,0,0,NC_016860,YP_005250041.1,Phage_P2_GpE,Phage_P2_GpE,0.0012,26.6,1,39,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005251550.1,Phage_tail_T,Phage_tail_T,1.70E-35,129.9,10,109,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005251550.1,TIGR01715,TIGR01715,0,171.7,4,109,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005253141.1,Phage_tail_T,Phage_tail_T,0,179.1,10,111,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,0,0,NC_016863,YP_005253141.1,TIGR01715,TIGR01715,0,172.2,4,109,0,1,1
Wigglesworthia glossinidia endosymbiont of Glossina morsitans,Glossina morsitans morsitans,0,NC_016893,YP_005267384.1,U_TH_T4,U_TH_T4,8.6,14.3,24,52,1,1,1
Wigglesworthia glossinidia endosymbiont of Glossina morsitans,Glossina morsitans morsitans,0,NC_016893,YP_005267384.1,U_TH_T4,U_TH_T4,8.6,14.3,263,293,1,0,1
Wigglesworthia glossinidia endosymbiont of Glossina morsitans,Glossina morsitans morsitans,0,NC_016893,YP_005267384.1,U_TH_T4,U_TH_T4,8.6,14.3,527,558,0,0,0
Acetobacterium woodii DSM 1030,0,0,NC_016894,YP_005270312.1,TH_Fam6,TH_Fam6,6.5,15.4,918,984,0,0,0
Shewanella baltica OS678,0,0,NC_016901,YP_005274103.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-14,60.7,1,39,0,1,1
Escherichia coli KO11FL,0,0,NC_016902,YP_005277928.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli KO11FL,0,0,NC_016902,YP_005277928.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli KO11FL,0,0,NC_016902,YP_005277928.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli KO11FL,0,0,NC_016902,YP_005277928.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Rickettsia rickettsii str. Colombia,0,0,NC_016908,YP_005285708.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str. Colombia,0,0,NC_016908,YP_005286663.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,0,0
Rickettsia rickettsii str. Arizona,0,0,NC_016909,YP_005287061.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str. Arizona,0,0,NC_016909,YP_005288007.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,0,0
Rickettsia rickettsii str. Hauke,0,0,NC_016911,YP_005288417.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str. Hauke,0,0,NC_016911,YP_005289359.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,0,0
Rickettsia rickettsii str. Brazil,0,0,NC_016913,YP_005292214.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,0,0
Rickettsia rickettsii str. Brazil,0,0,NC_016913,YP_005293152.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str. Hlp#2,0,0,NC_016915,YP_005295809.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,1,1
Rickettsia canadensis str. CA410,0,0,NC_016929,YP_005299241.1,U_TH_T4,U_TH_T4,8.3,14.4,654,681,1,1,1
Rickettsia canadensis str. CA410,0,0,NC_016929,YP_005299241.1,U_TH_T4,U_TH_T4,8.3,14.4,821,862,1,0,1
Rickettsia canadensis str. CA410,0,0,NC_016929,YP_005299241.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,5.7,15,819,864,0,0,0
Rickettsia philipii str. 364D,0,0,NC_016930,YP_005300579.1,U_RealTestIII,U_RealTestIII,0.17,19.3,11,94,0,0,0
Rickettsia philipii str. 364D,0,0,NC_016930,YP_005301183.1,TH_Fam2,TH_Fam2,1.5,16.9,4,61,0,1,1
Francisella tularensis subsp. tularensis TIGB03,0,0,NC_016933,YP_005304956.1,TH_Fam4,TH_Fam4,4.3,15.2,107,159,1,0,1
Francisella tularensis subsp. tularensis TIGB03,0,0,NC_016933,YP_005304956.1,TH_Fam4,TH_Fam4,4.3,15.2,242,266,0,0,0
Mycobacterium tuberculosis UT205,0,0,NC_016934,YP_005307601.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,1,1
Francisella tularensis subsp. tularensis TI0902,0,0,NC_016937,YP_005317489.1,TH_Fam4,TH_Fam4,4.3,15.2,107,159,1,0,1
Francisella tularensis subsp. tularensis TI0902,0,0,NC_016937,YP_005317489.1,TH_Fam4,TH_Fam4,4.3,15.2,242,266,0,0,0
Melissococcus plutonius DAT561,0,0,NC_016938,YP_005319307.1,TH_Fam2,TH_Fam2,2.30E-28,106.1,24,107,0,0,0
Saprospira grandis str. Lewin,0,0,NC_016940,YP_005322116.1,TIGR01715,TIGR01715,7.2,15.1,26,107,0,1,1
Saprospira grandis str. Lewin,0,0,NC_016940,YP_005323212.1,Phage_tail_T,Phage_tail_T,7,15.5,83,170,1,0,1
Saprospira grandis str. Lewin,0,0,NC_016940,YP_005323212.1,TIGR01715,TIGR01715,4.4,15.7,84,170,0,0,0
Enterococcus faecium Aus0004,Homo sapiens,0,NC_017022,YP_005354041.1,TH_Fam12,TH_Fam12,2.60E-08,42.2,5,117,0,0,0
Enterococcus faecium Aus0004,Homo sapiens,0,NC_017022,YP_005354623.1,TH_Fam12,TH_Fam12,2.60E-08,42.2,5,117,0,0,0
Enterococcus faecium Aus0004,Homo sapiens,0,NC_017022,YP_005355572.1,TH_Fam12,TH_Fam12,0.0000024,35.9,1,69,0,0,0
Flavobacterium indicum GPTSA100-9,0,0,NC_017025,YP_005357277.1,U_TH_T4,U_TH_T4,9.6,14.2,219,258,0,1,1
Flavobacterium indicum GPTSA100-9,0,0,NC_017025,YP_005357970.1,Phage_Gp15,Phage_Gp15,8.6,14.4,29,133,1,0,1
Flavobacterium indicum GPTSA100-9,0,0,NC_017025,YP_005357970.1,Phage_Gp15,Phage_Gp15,8.6,14.4,183,290,0,0,0
Mycobacterium tuberculosis RGTB327,0,0,NC_017026,YP_005359960.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Candidatus Rickettsia amblyommii str. GAT-30V,0,0,NC_017028,YP_005365850.1,TH_Fam2,TH_Fam2,1.4,17,8,60,0,1,1
Corallococcus coralloides DSM 2259,0,0,NC_017030,YP_005367882.1,TH_Fam1,TH_Fam1,1.40E-15,65,223,261,1,0,1
Corallococcus coralloides DSM 2259,0,0,NC_017030,YP_005367882.1,U_TH_T4,U_TH_T4,2.2,16.2,220,261,0,1,1
Corallococcus coralloides DSM 2259,0,0,NC_017030,YP_005369242.1,TH_Fam1,TH_Fam1,9.00E-14,59.2,242,280,1,0,1
Corallococcus coralloides DSM 2259,0,0,NC_017030,YP_005369242.1,U_TH_T4,U_TH_T4,0.0019,26,246,285,0,0,0
Corallococcus coralloides DSM 2259,0,0,NC_017030,YP_005373571.1,TH_Fam1,TH_Fam1,6.5,14.8,53,73,0,0,0
Frateuria aurantia DSM 6220,Lilium auratum,0,NC_017033,YP_005377589.1,U_RealTestIII,U_RealTestIII,0.047,21.1,24,246,0,1,1
Synechocystis sp. PCC 6803 substr. GT-I,0,0,NC_017038,YP_005382846.1,Phage_Gp15,Phage_Gp15,7.6,14.5,157,224,1,0,1
Synechocystis sp. PCC 6803 substr. GT-I,0,0,NC_017038,YP_005382846.1,Phage_Gp15,Phage_Gp15,7.6,14.5,283,318,0,1,1
Synechocystis sp. PCC 6803 substr. PCC-P,0,0,NC_017039,YP_005386015.1,Phage_Gp15,Phage_Gp15,7.5,14.5,158,224,1,0,1
Synechocystis sp. PCC 6803 substr. PCC-P,0,0,NC_017039,YP_005386015.1,Phage_Gp15,Phage_Gp15,7.5,14.5,283,318,0,0,0
Rickettsia parkeri str. Portsmouth,0,0,NC_017044,YP_005392403.1,TH_Fam2,TH_Fam2,4,15.5,3,42,0,0,0
Riemerella anatipestifer ATCC 11845 = DSM 15868,0,0,NC_017045,YP_005393868.1,TIGR01715,TIGR01715,2.1,16.8,140,198,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,porcine,0,NC_017046,YP_005396461.1,Phage_tail_T,Phage_tail_T,3.20E-25,96.9,1,87,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,porcine,0,NC_017046,YP_005396461.1,TIGR01715,TIGR01715,1.80E-34,126.5,1,87,0,1,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,porcine,0,NC_017046,YP_005397969.1,Phage_tail_T,Phage_tail_T,1.90E-40,145.8,1,89,1,0,1
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,porcine,0,NC_017046,YP_005397969.1,TIGR01715,TIGR01715,2.30E-34,126.1,1,87,0,0,0
Salmonella enterica subsp. enterica serovar Typhimurium str. 798,porcine,0,NC_017046,YP_005398068.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-20,79.9,1,39,0,0,0
Rahnella aquatilis HX2,0,0,NC_017047,YP_005400486.1,Phage_P2_GpE,Phage_P2_GpE,3.00E-21,82.9,1,40,0,0,0
Rahnella aquatilis HX2,0,0,NC_017047,YP_005401258.1,Phage_P2_GpE,Phage_P2_GpE,2.20E-18,73.7,1,39,0,1,1
Rahnella aquatilis HX2,0,0,NC_017047,YP_005401574.1,Phage_tail_T,Phage_tail_T,1.60E-36,133.2,2,104,1,0,1
Rahnella aquatilis HX2,0,0,NC_017047,YP_005401574.1,TIGR01715,TIGR01715,1.60E-38,139.5,1,104,0,0,0
Rahnella aquatilis HX2,0,0,NC_017047,YP_005402774.1,TH_Fam4,TH_Fam4,8,14.4,18,77,0,0,0
Rahnella aquatilis HX2,0,0,NC_017047,YP_005403513.1,Phage_P2_GpE,Phage_P2_GpE,3.60E-20,79.5,1,39,0,1,1
